temp,rain,wind_speed,wind_degree,wind_direction
20.8,0,4.9,102.6,ESE
20.3,0,4.6,90.9,E
18.9,0,4.7,101.7,ESE
18.1,0,4.7,109.3,ESE
17.7,0,4.8,81.8,E
17.3,0,3.1,80.4,E
16.9,0,2.8,102.7,ESE
16.7,0,3.1,89.8,E
16.6,0,2.5,88.9,E
16.4,0,2.4,87.5,E
16.3,0,2.5,97.6,E
15.7,0,1.4,5,N
14.6,0,1.1,3.7,N
14.5,0,1.3,21.3,NNE
14.3,0,1.2,341.7,NNW
13.7,0,1,352.8,N
14.5,0,1.2,355.6,N
15.5,0,1.1,21.4,NNE
17,0,0.4,13.1,NNE
18.1,0,0.9,86.6,E
18.6,0,2.8,90.4,E
19.4,0,4,93.4,E
19.7,0,3.6,80.7,E
19.5,0,4.3,69.8,ENE
19.2,0,3.5,76.9,ENE
18.6,0,3.7,65,ENE
18,0,4,104.1,ESE
17.7,0,2.6,73.4,ENE
17.2,0,2,41.3,NE
16.9,0,1.3,350.5,N
16.3,0,1.2,357.7,N
15.8,0,1,340.5,NNW
14.8,0,1.2,356.4,N
14.8,0,1.4,230.2,SW
14.1,0,0.4,6.5,N
14.4,0,0,0,N
14.5,0,1.2,6.6,N
14.6,0,1.8,354.7,N
14.9,0,1.5,351.6,N
13.8,1,1.1,325.1,NW
13.8,2,1.7,9.4,N
14,2,1.2,6.4,N
14.2,3,1.8,20,NNE
14.2,5,0.9,336.3,NNW
14.4,7.5,1.9,337.1,NNW
14.4,8.5,2.7,311.4,NW
15.3,8.5,0.4,339.6,NNW
15.9,8.5,2,272.1,W
16.2,8.5,1.2,219,SW
16.5,8.5,1.5,242.5,WSW
16.7,8.5,1.5,226.9,SW
16.8,8.5,1.1,227.8,SW
16.8,8.5,1.5,247.1,WSW
16.8,8.5,0.9,275.5,W
16.9,8.5,0.4,294.2,WNW
16.8,8.5,0.8,281.6,WNW
16.9,8.5,1.4,237.6,WSW
16.9,8.5,1.3,244.4,WSW
16.8,0,0.9,249.2,WSW
16.9,0,0.8,259.6,W
16.8,0,0.9,260.8,W
16.4,0,0.3,268.1,W
16.8,0,0,354.5,N
16.9,0,1.2,290.3,WNW
17.1,0,0.4,223.2,SW
17.8,0,0.4,144,SE
18.9,0,0.5,215.2,SW
20.9,0,0.9,65.4,ENE
21.6,0,1.2,61.1,ENE
23.5,0,0.7,64.2,ENE
22.5,0,2.1,107.2,ESE
23.7,0,2.2,97,E
23.9,0,2.8,102.9,ESE
23.5,0,3.4,83.7,E
23.2,0,2.9,84.3,E
22.5,0,2.8,85.2,E
21.5,0,2.5,90.4,E
20.5,0,2.6,92.2,E
20,0,3.8,109.3,ESE
19.7,0,2.7,99.8,E
19.1,0,1,75.5,ENE
18.6,0,1.4,57.7,ENE
18.3,0,1.6,17.8,NNE
17.2,0,0,0,N
17.1,0,0.8,21.4,NNE
17.4,0,1,218.3,SW
16.6,0,1.4,344.2,NNW
16.6,0,2.4,11,N
17.2,0,0.6,243.8,WSW
18,0,0.5,277.8,W
18.5,0,1,176.1,S
22.2,0,0.9,26.1,NNE
23.2,0,2.2,121.4,ESE
24.5,0,1,154.2,SSE
25.4,0,2.3,327.5,NNW
26.5,0,1.3,337.3,NNW
26.6,0,2.1,334.6,NNW
26.7,0,1.2,306.2,NW
25.3,0,2.2,297.3,WNW
22.8,0,0.9,304.7,NW
22.5,0,0,280.1,W
21.1,0,0.9,339.7,NNW
21.4,0,1.5,343.5,NNW
20.5,0,1.1,344.3,NNW
19.5,0,0.6,313.7,NW
19.3,0,1.5,3.7,N
18.5,0,0.6,332.5,NNW
18.1,0,1.3,352.2,N
17.7,0,0.5,322.2,NW
17.4,0,0.3,277.8,W
17.1,0,0.1,344.2,NNW
17.1,0,0.7,275.3,W
17.3,0,0,0,N
19.1,0,0.1,195.3,SSW
21.2,0,0.7,182.5,S
22.9,0,0.8,293.7,WNW
24.7,0,1.5,216.1,SW
26,0,1.8,249.9,WSW
27.2,0,1.7,218.9,SW
27.8,0,0.9,229,SW
28,0,1.9,264,W
27.7,0,2.1,309.7,NW
27,0,1.5,321.1,NW
25.1,0,1.3,270.2,W
24.3,0,1.2,355.6,N
24.5,0,1.3,253.3,WSW
23.9,0,1.3,236.2,SW
22.8,0,1.9,235.3,SW
21.8,0,0.1,324.9,NW
20.7,0,0.5,321.7,NW
20.3,0,0.2,327.5,NNW
19.4,0,0.9,347.8,NNW
19.3,0,0.2,295.2,WNW
19.7,0,1.3,229.9,SW
19.4,0,1.7,233.9,SW
18.7,0,0.4,338.2,NNW
18.8,0,0,0,N
19.9,0,1.4,235,SW
21.9,0,1.8,226,SW
23.9,0,2.3,304.5,NW
25.9,0,1.2,306,NW
27.1,0,1.9,300.8,WNW
26.1,0,3.2,347.9,NNW
28.1,0,1.1,336.8,NNW
28.2,0,1,295,WNW
27.4,0,2.4,338.4,NNW
25.6,0,2.3,340.4,NNW
24.8,0,2,353.3,N
23.6,0,1.2,340.1,NNW
23.7,0,2.1,113.4,ESE
22.2,0,1.4,76.5,ENE
21.8,0,2.5,84.6,E
21.5,0,1.7,69.6,ENE
21.1,0,1.3,115.3,ESE
20.6,0,0.6,15.3,NNE
20.7,0,0.8,0.4,N
20.7,0,0.1,309.2,NW
20.6,0,2,354.9,N
20.4,0,0.7,138.6,SE
20.1,0,0.5,321.7,NW
20,0,0.8,18.5,NNE
21.9,0,0.4,61.4,ENE
22.5,0,1.7,256.5,WSW
22.8,0,1.5,247.2,WSW
22.5,0,2.8,336.2,NNW
20.9,0,3.6,312.5,NW
21.4,0,2.6,291.6,WNW
21.5,0,2.5,307,NW
21.8,0,2.5,320.3,NW
21.1,0,2.8,310.3,NW
20.3,0,3.1,331,NNW
19.4,0,2.5,302,WNW
18.7,0,2.7,318.9,NW
18.1,0,3.2,316.3,NW
17.7,0,2,326.2,NW
17.4,0,2.7,330.8,NNW
16.9,0,2,313.3,NW
16.4,0,2.1,341.8,NNW
15.9,0,1.7,327.7,NNW
15.6,0,2.9,317.1,NW
15,0,0.8,285.4,WNW
15.1,0,2.2,294.5,WNW
14.9,0,1.5,301.8,WNW
14.9,0,1.2,310.7,NW
14.5,0,1.9,286.8,WNW
14.5,0,0.5,192.3,SSW
14.7,0,2.2,301.3,WNW
15,0,1,279.4,W
14.3,0,2.2,292.5,WNW
14,1,1.3,281.6,WNW
14,3,1.2,286.2,WNW
13.8,5.5,1.2,263.2,W
13.8,9.5,0.8,252.5,WSW
13.6,12,1.9,294.8,WNW
13.4,16,1.8,301.2,WNW
13.2,21.5,1,290,WNW
13.1,26,0,0,N
13.2,27.5,1.6,306.5,NW
13.2,28,0.2,290.1,WNW
13.3,28,1.5,308.1,NW
13.2,28,2.1,315.9,NW
13.1,28,3.2,300.3,WNW
13,0,3.1,314.3,NW
12.9,0,3.7,322.8,NW
11.8,0,4.3,304.5,NW
10.8,0,2,313.2,NW
10,0,0.9,292.8,WNW
9.5,0,2,279.4,W
9.2,0,0.8,238.8,WSW
10.9,0,2.7,319.7,NW
12.2,0,3,301.3,WNW
13.9,0,2.2,333.3,NNW
15.2,0,2.3,321.4,NW
16.7,0,2,263.4,W
17.5,0,3.9,316.8,NW
18.5,0,3.5,300.1,WNW
19.4,0,3.2,312.9,NW
18.8,0,3.2,341.1,NNW
18,0,2.2,311,NW
16.5,0,2.6,269.1,W
15.8,0,2.6,278.9,W
14.8,0,1.8,275.4,W
14.1,0,1.3,279.7,W
13.7,0,1.4,280.8,W
14.2,0,2.8,292.9,WNW
13.8,0,2.1,305,NW
13.8,0,3.6,301.5,WNW
13.2,0,2.6,305.2,NW
13.3,0,3.6,303.7,WNW
12.1,0,1,248.3,WSW
12.5,0,1.4,266.5,W
12.3,0,1.4,296.3,WNW
12.4,0,1.3,279.9,W
13.2,0,1.3,295.1,WNW
13.2,0,0.6,162.2,SSE
15.7,0,0.8,138.3,SE
17.7,0,1.6,336.5,NNW
18.5,0,1.3,151.6,SSE
19.6,0,1.8,331.3,NNW
19.8,0,2.1,313.1,NW
20.3,0,1.9,322.8,NW
20.3,0,2.3,325.5,NW
19.1,0,2.2,335.9,NNW
17.9,0,3.7,83.8,E
16.6,0,4.5,79.8,E
16,0,3,87.1,E
15.9,0,2.9,84,E
15.4,0,2.4,56.6,ENE
14.1,0,1.6,339.7,NNW
14.1,0,1.4,16.9,NNE
13.5,0,1.1,332.3,NNW
13.6,0,1,18.5,NNE
13.5,0,0.8,38.9,NE
12.5,0,1.8,19.4,NNE
12.6,0,2.7,4.6,N
12.6,0,0.7,121.9,ESE
12.4,0,0.8,326.3,NNW
13.1,0,2.1,21.7,NNE
13.6,0,1.5,321.8,NW
14.7,0,0.9,307.3,NW
15.3,0,2.3,1.4,N
16.8,0,1.3,334.9,NNW
17.8,0,3,348.1,NNW
18.6,0,3.2,65.9,ENE
18.5,0,4.2,75.9,ENE
18.4,0,3.7,72,ENE
17.8,0,3.5,82.2,E
17.3,0,4.1,62.6,ENE
17,0,3.2,56.3,ENE
16.9,0,3.3,67.5,ENE
16.8,0,3.2,64.5,ENE
16.3,0,2.5,63.9,ENE
16.1,0,2.1,0.4,N
15.9,0,2.2,7.6,N
15.5,0,2.4,12.9,NNE
15.1,0,1.9,9.7,N
14.3,0,1.1,9.8,N
14.3,0,1.7,38.3,NE
14.3,0,0.4,220.1,SW
14,0,1.1,264.6,W
14.3,0,0.6,277.7,W
15.1,0,0.6,321.5,NW
15.3,0,1,216.7,SW
15.7,0,1.8,304.5,NW
16.6,0,1.7,320.2,NW
17.7,0,0.6,293.3,WNW
18.1,0,1.4,232.9,SW
18.9,0,0.8,198.3,SSW
19.4,0,2,64.5,ENE
19.3,0,2.4,54.9,NE
18.6,0,2.3,105.7,ESE
17.5,0,2.5,115.7,ESE
17.2,0,2,75.4,ENE
16.3,0,1.1,56.9,ENE
14.4,0,1.3,337,NNW
13.5,0,1.7,336.8,NNW
13.3,0,1.4,350.9,N
13.1,0,1,18,NNE
12.3,0,0.5,355.1,N
11.5,0,1.1,350.3,N
11.1,0,0.8,328.8,NNW
10.8,0,1,351,N
10.7,0,0.3,290.2,WNW
10.7,0,0.4,355.2,N
10.8,0,0.1,347.5,NNW
12.2,0,0.2,269.8,W
13.7,0,0.9,278.5,W
15.9,0,0.8,156.3,SSE
19,0,1.4,80.7,E
19.7,0,1.9,85.3,E
21.4,0,1.5,103.9,ESE
20,0,2.8,323.2,NW
20.5,0,2.5,338.2,NNW
19.6,0,3.9,83.6,E
19.2,0,3,88.5,E
18,0,2.7,97.4,E
17.9,0,3.5,92.6,E
17.4,0,4.5,90.4,E
17,0,3.8,65.8,ENE
16.4,0,3,61.6,ENE
16.1,0,2.7,71.4,ENE
16.2,0,3.2,63.5,ENE
15.6,0,2.4,59.2,ENE
15,0,1.4,24.5,NNE
14.5,0,0.7,12.4,NNE
15.5,0,2.5,52.2,NE
14.8,0,0.7,185.5,S
15,0,1.4,353.4,N
14.9,0,2.8,23.8,NNE
15.3,0,1.9,11.2,N
15.9,0,1.4,345.8,NNW
16.8,0,1.6,70,ENE
18.4,0,3.5,72.7,ENE
18.3,0,5.2,72.2,ENE
18.7,0,5.1,103.2,ESE
18.4,0,4.8,81.6,E
17.9,0,4.5,76.2,ENE
17.4,0,5.2,69.7,ENE
17.1,0,3.6,77.8,ENE
16.7,0,3.3,41.4,NE
16.5,0,3.3,38.1,NE
16,0,2.6,15.7,NNE
15.1,0,2.9,339.6,NNW
15.3,0,3,352.3,N
15.3,0,2.3,354.2,N
14.8,0,1.8,340.9,NNW
14.4,0,1.7,337.1,NNW
14,0,1,312.7,NW
13.4,0,0.9,272,W
12.9,0,1,267.4,W
12.4,0,0.7,276.9,W
11.9,0,1.5,299.4,WNW
12.3,0,1.2,296,WNW
13.2,0,0.6,212.6,SSW
14.7,0,0.8,260.5,W
16.5,0,1.8,254.9,WSW
17.7,0,1.5,273.7,W
19.6,0,1.3,116.4,ESE
18.1,0,4.5,0.2,N
19,0,2.5,117.7,ESE
17.8,0,4,95.4,E
17.3,0,3,59.5,ENE
17.2,0,2.6,67.6,ENE
16.7,0,2.4,73.3,ENE
16.5,0,1.9,93.4,E
16.2,0,1.8,76.7,ENE
15.6,0,0.9,325.2,NW
15.4,0,1.4,347,NNW
14.5,0,0.6,28.7,NNE
14.5,0,1.7,303.7,WNW
14.4,0,1.1,293.6,WNW
14.3,0,1,266,W
13.3,0,1.1,320.3,NW
12.8,0,0.6,303,WNW
12.4,0,0.3,326,NW
12.2,0,1.1,251.6,WSW
12.7,0,0.2,343.5,NNW
14.5,0,0,53.4,NE
15.5,0,0.9,214.5,SW
18,0,0.9,2,N
19.3,0,1.3,36.1,NE
20.4,0,1.8,123.1,ESE
19.6,0,2.6,345.9,NNW
21.6,0,2.7,109.3,ESE
20.3,0,3.6,77.6,ENE
20.2,0,3.6,72.9,ENE
20,0,3.2,71.8,ENE
18.6,0,2.7,71.3,ENE
17.4,0,2.7,69.1,ENE
17.3,0,2.6,84,E
16.3,0,2.4,91,E
15.4,0,1.5,28.2,NNE
14.6,0,2.8,8,N
13.8,0,2.7,2.2,N
12.5,0,0.5,11.3,NNE
12.1,0,0.3,353,N
11.1,0,1.2,336.6,NNW
11.2,0,0.8,250.8,WSW
11.2,0,0.4,223.4,SW
10.7,0,0.6,337.6,NNW
10.9,0,0.2,335.2,NNW
13.1,0,0.1,132.3,SE
15.1,0,0.4,202.2,SSW
17.5,0,1.1,54.2,NE
19.4,0,2.4,103.8,ESE
20.2,0,3.6,77.6,ENE
21.5,0,3.4,70.3,ENE
20.8,0,3.4,81.1,E
21.7,0,4.7,95.5,E
20.9,0,3.9,86.7,E
20.2,0,3.9,80.2,E
18.5,0,3.1,32.5,NNE
17.5,0,2.9,52.9,NE
16.8,0,2.2,81.7,E
15.2,0,2.2,9.4,N
14.4,0,2.4,28.1,NNE
14.9,0,2.1,29.4,NNE
15.1,0,3.5,349.9,N
14.6,0,2.5,9.5,N
14.3,0,2.3,8.2,N
14.1,0,2.8,9.9,N
12,0,1.1,175.7,S
13.1,0,2.2,355.4,N
13.8,0,2.7,5.3,N
14.6,0,3.1,341.6,NNW
14.6,0,0.6,80.2,E
18.1,0,3.4,9.9,N
19.8,0,4.6,40,NE
21.1,0,4.7,52.4,NE
21.3,0,6.6,69.8,ENE
22.1,0,7.1,62.1,ENE
21.6,0,7,47.5,NE
20.4,0,6.4,30.5,NNE
20,0,6.6,49.4,NE
19.1,0,6.3,33,NNE
18.3,0,5.2,40.2,NE
17.8,0,5.2,23.7,NNE
16.8,0,5,2.5,N
16.3,0,4.1,3.2,N
15.8,0,4.8,355.6,N
15.5,0,5,350.6,N
15.4,0,5.6,355.7,N
14.9,0,5.3,353.3,N
14.5,0,5.1,358.2,N
14.3,0,4.8,4.8,N
13.3,0,2.2,340.9,NNW
12.7,0,2.1,354.7,N
11.6,0,1,299.9,WNW
11.5,0,2.3,314.1,NW
13.6,0,2.7,1.7,N
14.6,0,2.4,12.4,NNE
15.3,0,2.9,18.6,NNE
16.8,0,2.1,23.6,NNE
17.1,0,2.1,125.3,SE
17.4,0,2.3,14.9,NNE
16.8,0,2.6,348.5,NNW
18,0,2.2,302.9,WNW
17.4,0,2.2,343.5,NNW
16,0,2.2,326.2,NW
14.9,0,2.1,116.5,ESE
14.8,0,2.6,80,E
14.1,0,2.5,89.5,E
14,0,3,72.9,ENE
13.5,0,1.9,86,E
13.4,0,2,88.2,E
12.6,0,1.1,55,NE
11.8,0,2.3,359.5,N
11,0,2.3,355.7,N
10.9,0,2.3,359.4,N
11,0,2,359,N
10.6,0,1.5,342.5,NNW
10.7,0,0.3,320.6,NW
10.9,0,1.6,327.4,NNW
11.7,0,1.2,33.4,NNE
12.8,0,0.8,47,NE
14,0,1.5,12.7,NNE
16.1,0,3,91,E
16.6,0,2.3,114.5,ESE
16.8,0,1.5,75.5,ENE
16.8,0,1.4,310.3,NW
15.9,0,2.1,261.1,W
15.9,0,1.8,295.9,WNW
15.5,0,1.9,273,W
13.8,0,1.3,289.8,WNW
13.1,0,0.2,240.3,WSW
12.6,0,0.7,313.4,NW
11.2,0,1.1,358.1,N
10.3,0,1.5,335.7,NNW
9.5,0,1,329.8,NNW
9.3,0,0.8,314.1,NW
9,0,0.6,264.9,W
8.1,0,0.7,340,NNW
7.9,0,0.8,281.4,WNW
8,0,1.2,250.9,WSW
8.1,0,1.1,264,W
7.8,0,0.7,227.4,SW
7.5,0,1.2,236.6,WSW
7.9,0,0.6,238.1,WSW
9.7,0,2,236,SW
13,0,1.7,213.1,SSW
16.1,0,1.6,256.5,WSW
17.1,0,2.5,318,NW
18.4,0,2.1,270.7,W
19.1,0,2.1,266,W
19.2,0,2.2,336.1,NNW
19.2,0,1.6,282.6,WNW
17.5,0,1.5,336.3,NNW
15.6,0,1.3,322.1,NW
14.7,0,1.2,2,N
13.5,0,1.4,351.3,N
12.3,0,1.1,2.2,N
11.9,0,0.9,328.6,NNW
10.7,0,0.6,341,NNW
9.3,0,1.2,337.4,NNW
9.6,0,0.9,337.8,NNW
8.9,0,0.5,324.1,NW
8.1,0,0.9,335.3,NNW
7.6,0,0.8,0.1,N
7.7,0,1.3,358.7,N
6.8,0,1,340.3,NNW
7.4,0,0.6,334,NNW
9,0,1.2,28.2,NNE
10.4,0,1.2,344.9,NNW
12.6,0,0.7,252,WSW
13.8,0,1.9,263,W
15.3,0,1.2,245.6,WSW
17.5,0,1.3,180.9,S
18.1,0,1.1,174.4,S
18.3,0,0.4,192,SSW
17.9,0,1.1,309.7,NW
17.1,0,0.6,244.6,WSW
15.8,0,1.1,316.3,NW
15.5,0,1,28.8,NNE
15.2,0,1.6,285.5,WNW
14.3,0,0.3,312.8,NW
13.5,0,0.5,336.1,NNW
13.1,0,0.4,349.9,N
12.6,0,1.1,346.6,NNW
12,0,0.6,317.2,NW
12.3,0,1.1,179.9,S
11.2,0,1.2,350.4,N
10.9,0,0.3,356.1,N
10.9,0,1.2,340.2,NNW
11.5,0,0.7,268.6,W
11.7,0,1.3,23.5,NNE
12.4,0,1.2,334.7,NNW
13.8,0,1.1,334.4,NNW
15.3,0,1.1,351,N
17.8,0,1.6,67,ENE
19,0,1,93.5,E
19.8,0,2.3,32.6,NNE
22.3,0,2.7,73.6,ENE
21.6,0,2.8,62.4,ENE
21.3,0,2.5,61.7,ENE
19.8,0,3.4,110.3,ESE
18.5,0,2.7,83.1,E
17.7,0,2.3,94.5,E
17.1,0,2.8,87.1,E
16.7,0,2.9,88.5,E
15.4,0,2.1,11.1,N
13.8,0,1.2,346.2,NNW
13.3,0,1.2,347.1,NNW
13.5,0,2.1,5.1,N
12.3,0,1.4,17.5,NNE
11.6,0,1.1,357.3,N
11.2,0,1.1,339.1,NNW
11.1,0,0.7,332.7,NNW
11.7,0,0.3,333.5,NNW
12.3,0,0.3,23.7,NNE
14,0,0.1,107.5,ESE
16.1,0,0.2,295.7,WNW
18,0,1.2,91,E
19.6,0,2.2,56.3,ENE
19.6,0,2.3,86,E
20.3,0,2.9,69.7,ENE
20,0,3.8,90.5,E
20,0,2.8,89.3,E
19.5,0,3.1,90.1,E
18.9,0,3.3,110.3,ESE
18.4,0,2.5,89.5,E
18,0,2.6,94,E
17.7,0,2.5,71.4,ENE
17.4,0,1.8,85.4,E
17.1,0,1.1,73.2,ENE
16.1,0,2.4,18.9,NNE
15.9,0,2.2,332.7,NNW
15.2,0,1.5,96.3,E
14.6,0,1.2,317.3,NW
14.4,0,0.2,352,N
13.4,0,0.9,292.9,WNW
13.7,0,1.3,298.9,WNW
13.3,0,1.7,274.1,W
13.3,0,1.3,231.7,SW
14.1,0,2.2,224,SW
17.1,0,1.3,285.6,WNW
18.1,0,3.1,298.1,WNW
19.7,0,3.5,299.9,WNW
20.6,0,4.4,350.7,N
21.1,0,2.5,339.9,NNW
18.7,0,2.8,268,W
18.6,0,2.8,349.5,N
17.1,0,2.4,281.9,WNW
16.1,0,1.3,251.4,WSW
15.7,0,4.6,8.4,N
13.5,0,4.8,2.8,N
11.7,0,4.6,336.4,NNW
10.5,0,7.5,338.2,NNW
9.5,0,4.4,359.5,N
8.9,0,3,335,NNW
7.4,0,1.9,309.2,NW
7.6,0,2.3,255.3,WSW
6.5,0,1.6,293.1,WNW
6.3,0,2.2,277.8,W
5.9,0,1.6,276.3,W
5.7,0,1.6,313.6,NW
5.9,0,2.4,332,NNW
5.2,0,3.2,303.8,NW
6.3,0,2.1,303.2,WNW
7.8,0,2.2,328.6,NNW
9.2,0,2,288.4,WNW
10.1,0,2.7,325.1,NW
11.9,0,3.9,9.1,N
13.2,0,2.1,320.2,NW
13.3,0,3.2,348.6,NNW
13.5,0,2.8,349.9,N
13.8,0,2.9,346,NNW
12.7,0,2.5,331.4,NNW
10.7,0,2.2,328.5,NNW
10,0,1.8,300.2,WNW
8.9,0,1,285.4,WNW
8.8,0,2.5,292.7,WNW
9.4,0,2.1,300.2,WNW
8.1,0,2.9,294.7,WNW
6.9,0,1.3,261.3,W
6,0,0.5,62.6,ENE
5.6,0,1.1,263,W
6.1,0,2.2,298.1,WNW
4.5,0,1.9,247.9,WSW
4,0,1.6,236.4,WSW
4.7,0,1.2,240.3,WSW
4.2,0,0.7,224,SW
5.7,0,2.6,235.1,SW
9.5,0,0.8,114.2,ESE
11.1,0,2.3,280.1,W
13,0,2,313,NW
14.8,0,2.3,323.2,NW
15.6,0,1.8,287.1,WNW
16.9,0,2.6,259.2,W
17.8,0,1.5,253,WSW
17.4,0,1.7,238.5,WSW
15,0,0.8,286.1,WNW
14.2,0,1.3,261.2,W
12.1,0,0.3,96,E
10.9,0,0.8,340.6,NNW
10.7,0,2.7,239.1,WSW
9.2,0,1.8,255.1,WSW
7.8,0,0.6,14.5,NNE
