timerange,map_idx,pm2_5
107,397,140.6
107,398,122.6
107,399,129.8
107,402,93.1
107,404,109.5
107,405,107.3
107,406,104.6
107,409,98.0
107,410,98.0
107,429,146.3
107,431,128.0
107,432,127.2
107,434,95.3
107,436,109.0
107,437,110.6
107,438,105.9
107,439,100.4
107,440,98.0
107,441,98.0
107,461,142.7
107,464,129.7
107,466,102.7
107,469,106.5
107,470,117.0
107,471,98.0
107,498,105.4
107,502,108.3
107,503,95.0
107,530,101.5
107,728,105.3
107,757,100.2
107,758,93.6
107,789,104.7
107,790,105.0
108,172,100.1
108,173,107.2
108,204,97.0
108,205,106.1
108,237,118.6
108,269,123.3
108,341,108.3
108,373,113.6
108,398,120.8
108,399,123.9
108,401,118.0
108,402,112.9
108,403,94.2
108,404,95.0
108,405,111.8
108,431,128.9
108,432,128.1
108,433,115.2
108,434,111.8
108,435,95.1
108,437,105.0
108,438,102.3
108,439,99.2
108,440,109.1
108,464,122.9
108,466,92.4
108,467,104.3
108,468,107.2
108,469,114.9
108,470,107.0
108,472,111.8
108,500,98.0
108,501,113.3
108,502,108.8
108,503,120.8
108,504,114.3
108,533,117.2
108,534,110.5
108,535,128.5
108,536,113.0
108,567,110.2
108,568,119.0
108,569,119.5
108,570,125.0
108,664,113.3
108,696,113.5
108,725,112.8
108,728,109.4
108,757,106.4
108,789,112.0
109,107,101.0
109,108,109.5
109,141,105.9
109,173,103.9
109,271,124.8
109,303,124.5
109,304,119.7
109,336,120.5
109,365,130.7
109,366,132.7
109,368,127.0
109,369,122.1
109,373,93.9
109,398,128.5
109,404,93.8
109,405,96.9
109,406,132.0
109,430,121.2
109,436,96.0
109,437,105.0
109,438,103.6
109,439,112.0
109,462,119.7
109,470,109.0
109,471,119.6
109,494,124.0
109,495,119.5
109,500,98.0
109,502,111.2
109,503,116.2
109,532,98.0
109,533,103.3
109,534,100.2
109,564,114.2
109,565,113.5
109,566,98.0
109,567,103.3
109,570,116.0
109,571,111.8
109,572,110.6
109,596,115.4
109,598,116.8
109,599,120.5
109,600,108.2
109,603,114.3
109,628,116.2
109,630,124.5
109,631,119.7
109,632,117.5
109,660,113.7
109,661,117.2
109,662,112.9
109,664,125.3
109,693,115.3
109,694,111.2
109,725,105.1
110,75,104.9
110,76,103.8
110,107,107.1
110,108,106.4
110,247,68.8
110,270,116.7
110,271,127.7
110,301,120.1
110,302,122.2
110,303,126.6
110,304,118.2
110,309,121.4
110,310,109.5
110,333,121.0
110,334,136.5
110,336,119.0
110,342,119.3
110,365,118.1
110,366,146.5
110,374,128.2
110,397,119.3
110,398,140.3
110,402,100.1
110,403,93.6
110,404,93.8
110,406,120.7
110,408,115.0
110,432,99.8
110,436,92.7
110,440,125.0
110,441,111.1
110,471,100.8
110,473,115.0
110,495,114.7
110,499,98.0
110,500,98.0
110,501,98.0
110,502,102.5
110,503,103.0
110,505,116.8
110,527,116.3
110,531,98.0
110,534,109.2
110,537,118.5
110,559,123.5
110,565,107.0
110,566,111.0
110,567,107.5
110,568,118.2
110,569,121.0
110,591,134.2
110,598,113.0
110,599,110.8
110,600,119.7
110,602,117.5
110,603,119.0
110,623,144.8
110,624,125.0
110,631,107.7
110,632,108.3
110,633,120.5
110,634,113.4
110,656,122.1
110,664,113.5
110,665,125.0
110,689,119.3
110,693,112.6
110,696,120.4
110,721,123.0
110,722,109.7
110,725,117.8
110,728,108.7
110,756,123.5
110,757,120.1
110,758,124.0
110,789,117.5
111,42,108.0
111,74,102.0
111,75,109.6
111,107,105.0
111,108,104.6
111,213,112.1
111,214,114.0
111,215,103.0
111,245,116.3
111,247,95.7
111,277,122.3
111,278,104.0
111,279,110.0
111,303,100.0
111,304,104.5
111,309,115.5
111,310,107.0
111,311,105.1
111,312,107.4
111,336,104.9
111,342,108.1
111,344,103.0
111,369,108.1
111,370,110.0
111,374,108.4
111,376,111.3
111,400,121.2
111,401,111.7
111,402,113.4
111,406,114.8
111,408,111.5
111,429,120.3
111,431,99.0
111,432,110.0
111,438,109.3
111,439,110.0
111,441,113.7
111,461,142.0
111,463,102.0
111,466,98.0
111,471,103.5
111,473,119.8
111,493,131.0
111,498,98.0
111,499,98.0
111,505,111.2
111,525,139.4
111,537,112.1
111,557,129.2
111,558,136.6
111,559,124.4
111,568,112.0
111,569,109.0
111,599,111.6
111,600,116.1
111,631,115.8
111,633,109.3
111,664,107.7
111,665,110.8
111,696,113.9
111,722,114.9
111,723,120.2
111,728,114.3
111,756,116.8
111,788,114.5
111,820,116.4
111,852,123.5
111,884,127.5
111,916,125.2
111,947,122.0
111,948,126.0
111,979,118.3
111,1011,114.0
112,42,97.0
112,43,109.0
112,74,104.5
112,75,105.7
112,106,108.5
112,136,107.5
112,137,115.8
112,138,105.0
112,168,111.6
112,212,108.0
112,213,110.6
112,214,113.2
112,244,109.0
112,270,100.3
112,271,111.8
112,276,113.0
112,278,107.0
112,279,106.0
112,301,98.8
112,302,97.0
112,303,99.8
112,308,120.5
112,309,108.0
112,310,107.0
112,311,102.8
112,312,105.5
112,333,104.5
112,340,121.0
112,341,114.8
112,342,106.3
112,344,106.3
112,372,115.0
112,374,107.0
112,376,111.4
112,404,117.0
112,405,105.0
112,406,108.8
112,407,104.0
112,408,109.1
112,430,103.6
112,431,119.6
112,432,137.5
112,436,113.0
112,437,110.3
112,439,116.3
112,440,109.0
112,441,113.1
112,462,105.4
112,463,112.1
112,465,98.0
112,466,98.0
112,468,99.0
112,469,112.7
112,495,125.5
112,497,98.0
112,498,98.0
112,527,118.0
112,559,131.2
112,560,140.0
112,561,125.6
112,562,118.0
112,563,113.8
112,591,151.5
112,598,107.0
112,623,137.3
112,624,120.0
112,631,104.4
112,632,109.8
112,633,110.7
112,656,120.2
112,664,106.7
112,723,118.0
112,724,115.8
112,756,121.8
112,788,114.3
112,975,109.2
112,1008,111.3
113,168,105.0
113,200,111.0
113,201,106.5
113,237,100.4
113,238,90.8
113,269,104.6
113,278,102.0
113,279,101.5
113,301,106.8
113,309,104.7
113,310,113.9
113,333,100.2
113,338,138.5
113,339,156.2
113,340,118.2
113,341,109.3
113,342,102.4
113,365,109.0
113,369,98.0
113,370,131.4
113,373,107.0
113,374,110.7
113,377,120.7
113,378,111.3
113,401,98.0
113,402,122.0
113,405,103.2
113,406,105.3
113,409,115.2
113,430,103.6
113,433,98.0
113,440,113.0
113,441,111.0
113,462,100.0
113,465,98.0
113,467,114.9
113,468,113.3
113,493,105.0
113,494,108.9
113,498,111.4
113,500,102.2
113,525,112.2
113,526,108.1
113,531,114.2
113,532,98.4
113,557,115.5
113,563,114.1
113,564,106.8
113,565,103.0
113,595,119.5
113,597,98.9
113,598,106.0
113,627,119.1
113,656,116.9
113,688,116.0
113,689,118.7
113,720,113.5
113,752,101.0
113,784,100.0
113,852,123.0
113,884,119.7
113,916,113.7
113,947,113.0
113,948,109.5
113,975,109.9
113,976,109.4
113,979,113.3
113,1008,118.0
113,1009,113.0
113,1011,109.0
114,76,115.0
114,238,96.8
114,239,100.3
114,246,111.0
114,271,109.3
114,278,105.0
114,304,98.0
114,305,98.0
114,310,104.8
114,336,98.0
114,342,105.1
114,369,118.6
114,370,121.8
114,374,104.0
114,377,147.0
114,400,121.0
114,401,126.2
114,402,105.6
114,403,105.1
114,404,106.1
114,405,102.7
114,406,98.3
114,409,116.6
114,432,123.0
114,433,117.8
114,434,108.0
114,439,113.9
114,440,111.9
114,441,115.0
114,465,123.0
114,469,101.3
114,471,108.6
114,493,101.7
114,494,103.9
114,495,101.5
114,497,110.0
114,498,108.2
114,500,98.8
114,501,101.9
114,502,100.7
114,527,99.9
114,528,113.7
114,529,110.5
114,534,102.1
114,594,106.0
114,595,111.6
114,626,116.7
114,627,116.0
114,658,118.7
114,688,112.0
114,689,114.9
114,720,110.7
114,721,126.5
114,722,104.8
114,725,103.8
114,756,104.0
114,788,102.8
114,820,109.5
114,852,121.0
115,7,54.0
115,8,54.0
115,9,54.0
115,41,54.0
115,42,54.0
115,44,110.6
115,45,96.5
115,74,54.0
115,76,112.5
115,151,106.6
115,152,107.5
115,182,113.2
115,183,109.3
115,214,112.2
115,246,116.0
115,271,98.0
115,273,98.0
115,305,98.0
115,306,98.0
115,307,98.0
115,308,98.0
115,339,98.0
115,340,98.0
115,369,113.5
115,431,112.9
115,432,113.3
115,438,121.5
115,439,112.0
115,463,112.6
115,470,107.9
115,471,109.6
115,493,126.9
115,494,113.2
115,495,110.3
115,498,114.3
115,502,111.6
115,503,105.0
115,527,106.7
115,528,108.6
115,530,114.2
115,559,103.7
115,561,109.6
115,562,112.2
115,567,95.6
115,591,119.9
115,592,117.3
115,593,105.7
115,594,113.4
115,597,101.2
115,598,96.8
115,599,108.0
115,623,115.7
115,624,106.5
115,625,109.9
115,626,106.0
115,656,109.4
115,657,112.2
115,658,104.8
115,659,100.3
115,689,109.6
115,722,106.1
115,725,97.5
115,757,98.9
115,758,94.0
115,788,99.2
115,789,103.5
116,45,94.7
116,46,92.5
116,74,54.0
116,75,54.0
116,78,96.0
116,85,108.3
116,86,116.0
116,107,54.0
116,108,54.0
116,119,97.0
116,121,95.1
116,139,54.0
116,140,54.0
116,152,96.1
116,171,54.0
116,172,54.0
116,271,96.3
116,274,98.0
116,302,99.0
116,303,98.0
116,304,101.3
116,306,98.0
116,339,98.0
116,340,98.0
116,369,99.9
116,370,115.0
116,402,115.6
116,403,118.5
116,434,107.8
116,466,90.9
116,493,108.9
116,498,100.7
116,503,106.7
116,525,131.5
116,531,100.0
116,532,98.7
116,535,97.4
116,536,105.9
116,540,126.4
116,557,119.0
116,558,120.8
116,559,123.0
116,562,106.1
116,563,101.9
116,567,86.6
116,568,105.2
116,569,109.7
116,570,108.8
116,571,108.7
116,572,116.4
116,593,101.5
116,594,105.4
116,595,93.5
116,626,107.4
116,627,99.0
116,628,96.9
116,659,92.0
116,660,96.6
117,48,102.0
117,77,101.1
117,78,103.7
117,79,111.7
117,108,106.3
117,109,112.8
117,110,103.5
117,141,115.0
117,142,103.0
117,143,110.5
117,172,54.0
117,175,110.2
117,204,54.0
117,205,54.0
117,236,54.0
117,267,54.0
117,268,54.0
117,274,98.0
117,300,97.0
117,301,102.4
117,302,111.0
117,306,98.0
117,332,95.3
117,338,98.0
117,339,98.0
117,364,90.5
117,370,128.0
117,371,101.4
117,402,102.6
117,403,102.6
117,432,103.5
117,433,90.0
117,435,105.6
117,465,95.0
117,466,95.1
117,467,105.8
117,468,102.9
117,498,104.7
117,499,102.4
117,530,109.0
117,531,103.1
117,532,105.8
117,540,130.8
117,559,117.8
117,560,119.7
117,561,106.3
117,562,107.2
117,563,101.6
117,564,100.1
117,565,97.7
117,567,91.0
117,569,102.7
117,570,108.9
117,571,112.1
117,572,120.5
117,594,82.9
117,597,94.3
117,598,94.1
117,599,93.0
117,600,102.2
117,601,101.3
117,626,92.1
117,658,80.3
118,141,101.5
118,142,107.7
118,143,104.3
118,174,106.7
118,175,106.1
118,207,110.0
118,208,107.6
118,240,103.7
118,264,54.0
118,265,54.0
118,266,54.0
118,267,54.0
118,272,106.4
118,273,108.5
118,296,54.0
118,328,54.0
118,340,98.0
118,360,54.0
118,361,54.0
118,364,89.4
118,369,103.6
118,370,107.8
118,372,98.0
118,396,90.6
118,399,102.3
118,400,107.0
118,401,110.0
118,402,105.6
118,403,98.3
118,404,98.0
118,406,111.0
118,428,88.1
118,432,97.2
118,435,99.4
118,436,98.0
118,437,107.4
118,438,148.7
118,465,113.2
118,466,107.0
118,467,105.0
118,468,107.5
118,469,113.0
118,497,111.6
118,498,110.5
118,499,69.8
118,500,99.2
118,529,115.5
118,531,77.8
118,532,81.3
118,535,86.4
118,562,67.3
118,563,83.3
118,567,86.8
118,568,98.0
118,594,76.2
118,600,100.0
119,174,99.5
119,205,97.5
119,206,98.4
119,237,100.4
119,238,99.3
119,269,54.0
119,273,106.0
119,300,54.0
119,301,54.0
119,306,104.1
119,308,98.0
119,332,54.0
119,338,106.0
119,340,98.0
119,361,54.0
119,362,54.0
119,363,54.0
119,364,54.0
119,370,107.2
119,372,98.0
119,398,119.8
119,399,105.5
119,402,112.5
119,405,102.2
119,406,106.1
119,430,125.7
119,431,96.0
119,434,105.0
119,437,100.0
119,438,107.5
119,462,125.2
119,466,109.0
119,493,112.8
119,494,115.2
119,498,108.0
119,499,82.8
119,530,115.7
119,535,91.8
119,562,107.7
119,563,122.5
119,567,82.0
119,568,87.6
119,569,93.8
119,595,102.7
119,598,92.4
119,599,94.7
119,600,97.2
119,627,101.6
119,630,93.6
119,631,92.3
119,662,91.4
119,682,63.5
119,683,92.0
119,693,95.5
119,694,96.2
119,724,93.3
119,725,89.7
119,756,94.0
120,238,95.6
120,242,54.0
120,269,54.0
120,270,54.0
120,271,54.0
120,272,54.0
120,273,54.0
120,274,54.0
120,278,105.0
120,309,105.6
120,340,98.0
120,341,104.7
120,372,98.0
120,373,109.0
120,404,98.0
120,405,106.8
120,429,101.3
120,436,98.0
120,437,102.5
120,461,100.3
120,466,105.0
120,467,107.3
120,468,102.2
120,493,97.5
120,498,76.3
120,499,74.2
120,500,101.8
120,509,109.0
120,510,100.6
120,511,101.0
120,530,71.7
120,531,109.0
120,532,104.7
120,540,93.2
120,541,93.6
120,562,78.5
120,563,92.3
120,567,74.6
120,569,97.0
120,570,93.8
120,571,91.9
120,589,49.4
120,590,0.0
120,591,8.0
120,592,0.0
120,595,92.8
120,598,86.7
120,599,76.0
120,620,92.8
120,621,48.5
120,627,76.0
120,628,78.7
120,630,85.3
120,631,88.2
120,651,94.9
120,660,77.1
120,662,84.1
120,683,93.2
120,692,90.6
120,693,96.3
120,694,86.7
120,723,96.0
120,724,91.2
120,725,90.6
120,756,90.8
120,788,89.4
120,820,98.7
120,852,103.6
121,151,94.1
121,152,98.8
121,182,97.2
121,183,98.0
121,214,100.9
121,237,109.5
121,240,54.0
121,241,54.0
121,242,54.0
121,245,109.0
121,246,109.6
121,269,114.0
121,272,54.0
121,277,113.6
121,278,104.5
121,301,107.8
121,304,54.0
121,333,102.8
121,365,98.9
121,397,102.2
121,429,100.0
121,437,95.9
121,438,99.9
121,440,93.7
121,469,109.6
121,472,94.7
121,478,95.3
121,479,95.6
121,501,104.8
121,502,101.6
121,503,99.5
121,504,98.0
121,510,91.3
121,511,91.1
121,532,98.0
121,533,98.0
121,534,98.0
121,566,98.0
121,567,90.5
121,568,85.9
121,592,0.0
121,593,0.0
121,599,86.0
121,600,98.6
121,624,0.0
121,627,88.0
121,628,86.2
121,631,84.8
121,660,89.4
121,661,90.8
121,662,92.0
121,663,88.0
121,686,98.5
121,687,96.2
121,688,95.0
121,693,88.8
121,694,92.1
121,718,97.3
121,720,89.3
121,723,96.6
121,725,89.8
121,750,95.0
121,752,91.0
121,753,92.7
121,754,97.0
121,755,96.5
121,782,88.5
121,814,84.3
121,846,107.2
121,878,98.0
121,910,95.7
121,941,96.0
122,45,108.1
122,46,108.0
122,78,115.1
122,109,114.8
122,110,114.7
122,121,94.8
122,141,112.0
122,152,98.0
122,153,94.8
122,172,98.7
122,173,100.8
122,174,100.5
122,204,101.0
122,205,98.0
122,206,89.2
122,237,114.0
122,238,81.4
122,246,101.0
122,278,98.9
122,310,102.1
122,342,101.2
122,374,109.9
122,396,86.6
122,406,109.4
122,427,66.0
122,428,86.2
122,429,83.4
122,430,94.0
122,438,110.0
122,439,102.0
122,440,95.9
122,462,95.2
122,509,87.0
122,510,91.6
122,531,109.2
122,532,110.9
122,533,100.5
122,534,86.5
122,540,93.9
122,541,91.6
122,566,89.2
122,567,95.7
122,571,86.2
122,572,101.0
122,594,92.3
122,595,88.0
122,624,87.2
122,625,80.5
122,626,72.2
122,627,95.6
122,656,81.8
122,911,80.3
122,941,94.2
122,942,87.1
122,943,74.3
122,974,88.3
122,1006,86.0
123,44,108.0
123,45,105.2
123,76,106.2
123,108,132.4
123,139,107.1
123,140,137.0
123,141,105.2
123,142,113.5
123,151,94.9
123,152,99.8
123,153,101.0
123,173,94.7
123,174,118.6
123,182,99.6
123,183,105.1
123,184,112.0
123,206,118.5
123,207,117.0
123,213,107.3
123,214,102.5
123,215,107.0
123,239,98.3
123,245,105.0
123,246,103.9
123,271,96.1
123,277,111.0
123,278,96.5
123,463,84.0
123,464,98.0
123,467,96.4
123,494,96.2
123,495,88.3
123,498,100.3
123,499,102.3
123,502,95.0
123,503,90.0
123,527,77.0
123,531,105.1
123,535,94.0
123,536,92.1
123,559,86.8
123,567,98.0
123,568,92.0
123,569,92.7
123,570,94.8
123,591,91.0
123,623,85.6
123,624,90.0
123,656,82.8
123,657,81.4
123,911,76.9
123,912,75.5
123,944,73.5
123,976,71.3
123,1008,70.4
124,108,99.0
124,139,97.0
124,140,101.0
124,152,95.6
124,171,95.2
124,172,98.8
124,181,106.7
124,182,109.3
124,183,105.2
124,184,99.7
124,204,97.3
124,213,104.6
124,214,106.1
124,215,104.3
124,245,100.9
124,246,105.4
124,271,98.7
124,272,100.4
124,273,107.6
124,278,103.5
124,305,107.7
124,309,106.0
124,310,97.7
124,336,99.5
124,342,101.8
124,366,98.8
124,369,99.0
124,370,71.8
124,398,102.8
124,399,117.2
124,401,118.2
124,402,108.6
124,431,114.5
124,432,108.0
124,433,120.0
124,434,127.0
124,437,92.5
124,438,88.2
124,463,87.8
124,465,109.1
124,466,100.7
124,468,92.6
124,469,94.1
124,470,91.5
124,495,87.5
124,500,88.2
124,501,85.0
124,502,89.8
124,527,86.5
124,559,87.1
124,560,94.2
124,561,92.3
124,562,93.1
124,564,98.0
124,565,98.0
124,567,98.0
124,593,86.6
124,596,98.0
124,597,98.0
124,598,98.0
124,599,98.0
124,788,75.5
124,820,83.7
124,852,81.5
124,884,77.3
124,916,67.5
124,947,73.0
124,948,75.3
124,979,72.0
124,1009,72.0
124,1011,80.0
125,204,89.5
125,205,92.3
125,237,94.0
125,246,108.0
125,247,102.6
125,269,97.2
125,270,98.9
125,271,94.5
125,277,99.4
125,279,101.2
125,301,88.8
125,302,90.5
125,303,91.0
125,304,74.2
125,308,97.3
125,309,102.8
125,310,104.5
125,311,107.6
125,333,95.7
125,334,97.1
125,336,95.3
125,338,104.2
125,339,103.1
125,340,109.5
125,364,90.2
125,365,89.7
125,366,99.5
125,370,101.5
125,371,109.0
125,372,102.0
125,373,110.0
125,402,107.0
125,403,102.1
125,404,107.9
125,405,103.9
125,434,102.6
125,466,101.7
125,467,93.2
125,468,91.7
125,498,93.0
125,499,88.3
125,530,97.0
125,531,90.4
125,532,96.3
125,533,89.4
125,534,91.5
125,562,87.1
125,563,90.0
125,566,82.5
125,567,75.9
125,593,73.9
125,596,98.0
125,598,74.8
125,599,81.0
125,625,0.0
125,626,98.0
125,627,98.0
125,628,98.0
125,630,79.5
125,631,69.5
125,658,98.0
125,659,98.0
125,662,78.5
125,693,75.0
125,694,77.0
125,724,76.8
125,725,74.7
125,756,74.0
125,788,73.0
126,308,105.2
126,309,101.0
126,310,108.6
126,336,97.0
126,340,104.0
126,364,83.0
126,369,89.8
126,370,97.6
126,372,103.8
126,401,89.8
126,402,113.3
126,403,100.9
126,404,102.6
126,433,102.0
126,434,118.2
126,435,95.8
126,436,107.2
126,437,110.5
126,465,98.4
126,466,105.1
126,467,91.9
126,468,98.0
126,469,100.7
126,497,95.0
126,498,95.0
126,499,90.9
126,500,98.0
126,501,98.0
126,503,84.0
126,529,89.2
126,530,87.2
126,531,98.0
126,532,95.6
126,533,96.2
126,535,75.8
126,561,95.9
126,562,85.2
126,563,94.6
126,564,81.6
126,565,82.3
126,566,80.5
126,567,74.9
126,593,55.6
126,594,76.8
126,595,79.2
126,596,83.7
126,597,76.7
126,598,76.7
126,599,75.0
126,627,98.0
126,628,84.5
126,659,90.0
126,691,90.3
126,723,89.7
126,753,73.0
126,754,77.2
126,755,96.0
127,278,95.9
127,279,102.0
127,300,97.7
127,310,98.2
127,311,96.5
127,331,99.0
127,332,95.3
127,339,98.0
127,363,95.5
127,364,85.4
127,371,98.0
127,396,88.5
127,402,101.7
127,403,104.8
127,404,104.4
127,428,88.5
127,432,97.1
127,433,94.3
127,434,114.5
127,435,103.1
127,436,90.0
127,460,93.5
127,465,96.0
127,492,93.5
127,498,91.2
127,499,82.7
127,500,81.9
127,524,92.0
127,530,103.8
127,531,82.6
127,532,83.0
127,556,96.0
127,557,99.0
127,559,113.0
127,561,89.8
127,562,85.9
127,563,78.2
127,567,65.8
127,589,98.7
127,591,111.4
127,593,100.2
127,595,70.8
127,621,94.5
127,623,99.2
127,624,87.3
127,625,87.2
127,627,70.0
127,654,97.8
127,656,90.8
127,659,68.6
127,687,90.0
127,688,90.0
127,691,66.5
127,720,80.2
127,723,66.0
127,724,64.7
127,756,65.5
128,268,92.8
128,269,92.1
128,273,92.7
128,278,98.0
128,279,99.3
128,300,92.9
128,301,94.0
128,305,92.2
128,306,90.6
128,308,96.9
128,309,99.9
128,310,97.1
128,311,97.7
128,332,92.2
128,337,92.6
128,339,95.2
128,340,98.0
128,341,98.0
128,342,98.0
128,363,91.0
128,364,90.7
128,371,94.5
128,372,103.2
128,396,90.0
128,402,97.2
128,403,90.9
128,404,83.4
128,405,78.9
128,428,87.0
128,430,89.1
128,431,93.3
128,432,93.0
128,433,93.0
128,434,99.3
128,460,85.3
128,463,92.5
128,465,98.3
128,466,99.4
128,492,89.3
128,495,94.8
128,497,112.4
128,527,98.2
128,529,108.5
128,559,111.0
128,561,87.3
128,562,79.0
128,563,80.9
128,567,59.7
128,594,75.0
128,595,82.0
128,598,67.8
128,599,58.0
128,624,92.0
128,625,85.3
128,626,77.8
128,630,64.0
128,631,69.0
128,656,89.0
128,662,71.8
128,756,61.4
128,757,63.7
128,788,62.3
128,789,60.9
128,820,64.0
128,852,61.0
128,884,70.7
128,916,66.0
129,121,98.0
129,152,98.0
129,153,98.0
129,183,98.0
129,184,98.0
129,214,98.0
129,215,98.0
129,245,70.0
129,246,98.0
129,270,93.5
129,277,50.8
129,301,91.7
129,302,91.2
129,305,89.4
129,306,97.2
129,308,109.0
129,309,61.0
129,336,93.8
129,337,100.0
129,338,94.3
129,340,95.6
129,368,95.0
129,369,92.0
129,370,96.6
129,371,92.2
129,372,91.3
129,398,105.3
129,399,101.0
129,401,87.0
129,402,97.6
129,404,90.6
129,430,92.3
129,431,86.8
129,432,87.4
129,433,89.8
129,434,100.5
129,435,93.0
129,436,90.8
129,437,75.3
129,462,93.8
129,463,104.2
129,465,92.0
129,466,93.0
129,467,93.0
129,468,85.1
129,525,78.5
129,557,89.0
129,589,90.0
129,621,91.0
129,653,90.0
129,654,88.0
129,655,91.4
129,656,88.9
129,662,74.3
129,686,87.3
129,687,86.0
129,693,77.0
129,694,70.7
129,718,95.7
129,724,74.0
129,725,74.5
129,749,100.0
129,750,88.5
129,756,67.1
129,757,63.9
129,782,86.7
129,788,62.2
129,789,71.5
129,814,79.6
129,820,63.0
129,846,83.5
129,852,64.5
129,877,88.3
129,884,70.0
129,909,87.7
129,916,63.7
129,941,91.0
129,947,57.0
129,948,59.2
129,979,60.8
129,1011,58.0
130,152,86.0
130,153,98.0
130,182,79.4
130,183,79.7
130,184,85.0
130,185,98.0
130,186,98.0
130,192,98.0
130,214,84.6
130,215,77.0
130,219,98.0
130,223,98.0
130,224,98.0
130,245,72.7
130,246,77.7
130,251,98.0
130,252,98.0
130,253,98.0
130,254,98.0
130,255,98.0
130,256,98.0
130,257,98.0
130,269,93.0
130,277,68.0
130,301,85.3
130,333,89.2
130,336,94.0
130,365,85.2
130,366,99.3
130,367,93.2
130,369,98.0
130,398,101.6
130,399,91.8
130,401,96.5
130,431,90.3
130,432,91.3
130,433,90.2
130,437,76.0
130,438,78.9
130,439,78.0
130,441,75.0
130,467,93.0
130,468,93.0
130,471,69.9
130,472,73.8
130,473,75.2
130,503,71.0
130,504,70.0
130,591,88.3
130,593,85.8
130,623,93.8
130,625,84.3
130,627,64.4
130,629,68.0
130,630,75.0
130,655,84.7
130,657,84.3
130,659,62.7
130,662,69.7
130,686,86.0
130,687,84.0
130,689,84.0
130,691,61.5
130,693,68.6
130,694,76.4
130,718,90.0
130,722,76.0
130,723,66.5
130,724,65.3
130,725,70.2
130,726,74.0
130,750,87.0
130,756,67.6
130,757,69.0
130,758,72.0
130,782,81.7
130,789,81.0
130,790,81.0
130,814,74.5
130,878,97.5
130,910,97.5
130,911,59.8
130,912,58.0
130,941,78.0
130,942,89.0
130,944,65.1
130,973,85.0
130,974,85.0
130,976,68.6
130,1006,87.6
130,1007,86.0
130,1008,64.8
131,151,84.0
131,152,84.4
131,182,80.5
131,183,81.4
131,184,83.2
131,207,87.0
131,214,79.7
131,215,71.0
131,238,90.9
131,239,87.0
131,257,98.0
131,258,98.0
131,269,88.6
131,270,94.4
131,278,83.0
131,287,98.0
131,288,98.0
131,289,98.0
131,301,78.3
131,308,81.0
131,309,93.7
131,310,89.2
131,319,98.0
131,333,84.6
131,340,77.7
131,365,84.8
131,366,103.0
131,372,72.5
131,397,89.3
131,398,104.1
131,399,93.7
131,402,93.0
131,403,93.0
131,404,89.8
131,405,89.2
131,429,100.0
131,435,93.0
131,436,76.5
131,437,70.0
131,439,74.2
131,440,74.4
131,441,76.2
131,460,77.1
131,461,114.5
131,464,100.8
131,467,93.0
131,469,69.3
131,471,72.9
131,492,86.3
131,493,116.0
131,496,102.3
131,497,102.4
131,501,70.3
131,503,71.0
131,524,78.5
131,525,122.6
131,527,102.0
131,528,97.3
131,529,93.8
131,533,72.0
131,535,71.1
131,556,82.5
131,557,84.5
131,561,95.6
131,564,70.0
131,589,90.7
131,596,66.7
131,621,85.7
131,623,88.3
131,624,83.0
131,625,74.3
131,627,68.0
131,628,68.8
131,629,67.8
131,630,66.5
131,654,77.0
131,655,89.8
131,656,82.5
131,661,69.7
131,662,72.0
131,686,89.8
131,687,93.0
131,693,80.1
131,694,76.3
131,718,86.6
131,749,82.0
131,750,86.0
131,782,86.6
131,814,79.3
131,846,77.4
131,847,71.7
131,878,62.4
131,879,65.8
131,910,65.1
131,911,57.2
131,912,57.0
131,942,81.0
131,944,58.3
131,974,81.4
131,1006,80.7
131,1007,81.0
132,143,83.0
132,152,94.9
132,175,91.8
132,184,96.7
132,207,97.6
132,214,85.2
132,215,111.2
132,216,99.5
132,223,98.0
132,246,87.1
132,252,98.0
132,253,98.0
132,254,98.0
132,255,98.0
132,278,77.6
132,279,78.4
132,287,98.0
132,310,81.0
132,311,77.5
132,312,80.2
132,319,98.0
132,344,72.5
132,345,73.0
132,346,75.0
132,347,79.8
132,359,79.0
132,360,89.2
132,376,93.0
132,378,69.0
132,379,71.0
132,392,82.5
132,397,83.0
132,405,93.0
132,406,93.0
132,408,93.0
132,424,83.5
132,425,80.9
132,426,80.0
132,427,80.7
132,429,90.8
132,439,93.0
132,440,93.0
132,459,99.0
132,460,92.8
132,461,104.7
132,463,99.1
132,464,93.1
132,465,100.0
132,493,113.3
132,495,94.6
132,496,89.6
132,497,93.9
132,525,140.9
132,527,102.0
132,531,66.5
132,532,73.7
132,535,69.8
132,557,99.2
132,558,96.9
132,559,100.9
132,560,110.7
132,561,112.2
132,563,70.6
132,564,71.0
132,565,67.5
132,567,66.9
132,591,102.0
132,594,74.7
132,595,73.1
132,596,72.0
132,597,72.4
132,598,64.9
132,599,67.3
132,623,122.8
132,624,115.0
132,625,72.3
132,626,75.0
132,628,70.6
132,630,66.8
132,631,65.9
132,655,101.9
132,656,106.6
132,660,74.7
132,661,73.0
132,662,68.0
132,686,88.0
132,687,96.7
132,718,95.0
132,750,97.5
132,782,87.5
132,814,87.1
132,846,77.2
132,878,70.3
132,910,85.0
132,976,55.0
132,1008,52.9
133,151,98.0
133,152,97.1
133,153,98.0
133,182,98.0
133,183,100.0
133,184,91.7
133,185,98.0
