timerange,map_idx,pm2_5
66,498,151.2
66,500,156.6
66,501,153.0
66,532,160.4
66,533,151.8
66,536,157.1
66,538,154.5
66,564,145.0
66,565,155.5
66,567,142.7
66,568,144.6
66,569,158.3
66,570,157.0
66,596,152.2
66,599,143.7
66,600,146.4
66,628,141.9
66,631,145.0
66,632,143.6
66,660,148.2
66,661,135.6
66,662,139.2
66,663,148.0
66,692,143.7
66,693,141.5
66,694,143.0
66,724,153.5
66,725,144.1
66,726,142.0
67,106,111.2
67,136,117.0
67,137,124.0
67,138,122.0
67,238,133.4
67,239,132.6
67,241,157.5
67,242,168.4
67,243,192.5
67,244,186.3
67,270,130.8
67,271,131.1
67,276,170.8
67,278,147.7
67,279,108.6
67,301,130.8
67,302,128.0
67,308,169.7
67,310,101.6
67,311,121.5
67,312,113.0
67,333,149.2
67,340,164.7
67,344,103.6
67,345,154.0
67,365,145.0
67,372,164.3
67,373,168.0
67,376,69.5
67,397,149.0
67,403,159.7
67,405,160.4
67,408,60.3
67,429,154.0
67,430,132.3
67,435,161.6
67,439,42.0
67,440,45.4
67,441,48.0
67,461,152.0
67,462,136.0
67,466,159.0
67,467,164.0
67,493,136.2
67,494,146.7
67,495,140.1
67,498,155.1
67,499,168.9
67,500,175.8
67,501,166.4
67,502,163.4
67,503,161.5
67,527,137.2
67,529,167.0
67,532,163.8
67,534,147.8
67,535,158.5
67,536,153.7
67,559,129.0
67,563,172.1
67,564,168.1
67,566,145.0
67,567,144.8
67,591,142.5
67,594,164.5
67,595,162.0
67,598,149.5
67,599,143.0
67,623,162.8
67,626,163.8
67,630,150.8
67,631,148.5
67,632,141.5
67,658,157.0
67,662,148.0
67,664,136.5
67,696,142.0
67,726,142.8
67,727,135.3
67,728,134.1
67,760,132.4
67,792,134.0
68,106,100.8
68,138,152.3
68,151,116.0
68,170,164.0
68,171,150.0
68,182,102.8
68,183,101.9
68,203,154.0
68,208,186.0
68,214,91.9
68,215,109.2
68,235,161.7
68,236,131.3
68,239,160.1
68,240,163.6
68,241,163.0
68,244,143.0
68,245,142.0
68,246,92.2
68,268,145.9
68,269,146.0
68,271,155.7
68,272,159.4
68,276,145.8
68,277,141.0
68,278,118.7
68,301,159.5
68,309,147.6
68,310,115.6
68,333,134.0
68,365,131.9
68,366,130.5
68,398,123.4
68,403,153.5
68,498,154.8
68,499,153.8
68,501,169.0
68,534,156.5
68,565,150.0
68,567,140.3
68,568,144.6
68,599,136.0
68,600,147.2
68,623,149.9
68,626,157.3
68,627,159.5
68,631,140.1
68,632,134.3
68,658,153.7
68,664,132.9
68,696,132.3
68,727,151.0
68,728,140.7
68,760,130.3
68,792,130.5
68,793,130.9
69,5,142.0
69,6,143.5
69,7,137.3
69,8,143.0
69,40,146.3
69,41,132.0
69,73,136.3
69,106,117.1
69,107,130.4
69,138,136.0
69,139,137.0
69,140,133.0
69,141,127.2
69,151,116.0
69,172,140.4
69,182,112.9
69,183,116.0
69,214,108.4
69,246,105.8
69,273,160.8
69,278,92.5
69,306,161.6
69,310,129.8
69,338,155.0
69,342,103.3
69,370,158.1
69,374,113.4
69,398,120.0
69,399,129.0
69,402,158.8
69,406,107.8
69,431,131.0
69,434,162.5
69,438,93.0
69,439,148.3
69,466,156.2
69,470,95.0
69,471,156.5
69,498,146.3
69,502,142.0
69,503,154.6
69,531,153.0
69,532,154.1
69,534,144.5
69,562,162.9
69,563,160.2
69,564,150.0
69,565,150.4
69,567,138.2
69,568,136.6
69,594,158.8
69,599,143.0
69,600,137.2
69,623,145.5
69,626,160.7
69,631,143.0
69,632,132.9
70,42,130.5
70,74,126.9
70,75,134.8
70,107,144.0
70,108,141.0
70,109,134.0
70,141,131.3
70,182,116.0
70,214,116.0
70,246,116.0
70,371,151.1
70,402,156.3
70,403,153.0
70,431,128.8
70,433,143.5
70,434,144.0
70,435,163.2
70,437,152.2
70,438,140.6
70,439,144.7
70,463,129.5
70,465,146.0
70,466,146.6
70,467,158.4
70,468,148.9
70,469,153.0
70,470,100.1
70,471,141.1
70,493,137.0
70,495,132.6
70,498,161.4
70,500,151.0
70,502,111.8
70,503,132.0
70,525,143.2
70,526,142.0
70,527,133.4
70,530,172.1
70,534,119.6
70,559,129.7
70,560,139.6
70,561,145.9
70,562,153.7
70,566,145.0
70,567,138.2
70,598,130.5
70,599,138.0
70,623,134.3
71,42,119.8
71,214,133.0
71,215,131.0
71,246,133.0
71,277,91.0
71,278,133.0
71,309,96.0
71,310,145.7
71,340,151.3
71,341,138.3
71,342,149.2
71,372,164.3
71,373,99.4
71,374,143.7
71,398,146.9
71,399,135.3
71,402,157.4
71,403,154.1
71,404,160.1
71,405,107.0
71,406,120.9
71,431,135.7
71,432,142.9
71,433,154.1
71,434,161.0
71,438,107.5
71,439,148.4
71,464,147.7
71,465,136.0
71,466,142.0
71,467,142.6
71,471,148.5
71,495,142.8
71,496,147.4
71,498,140.0
71,499,142.5
71,500,145.5
71,502,144.0
71,503,142.0
71,526,138.8
71,527,142.9
71,528,141.9
71,531,134.3
71,532,143.3
71,533,133.9
71,534,142.5
71,562,135.0
71,563,132.0
71,566,132.6
71,567,129.9
71,623,129.2
72,42,120.6
72,182,120.0
72,183,145.9
72,214,157.0
72,215,130.9
72,247,138.0
72,277,91.7
72,310,142.4
72,342,159.7
72,365,146.3
72,366,148.7
72,374,156.1
72,397,151.4
72,398,146.0
72,402,137.5
72,406,158.0
72,429,160.7
72,430,141.2
72,432,133.3
72,433,138.6
72,434,140.0
72,438,160.0
72,439,171.0
72,462,132.4
72,465,153.5
72,466,141.2
72,467,142.0
72,494,146.4
72,497,154.9
72,498,150.7
72,499,159.4
72,527,136.1
72,530,130.4
72,531,147.1
72,532,141.0
72,534,131.5
72,559,144.3
72,562,141.0
72,563,137.0
72,565,124.7
72,566,133.2
72,567,128.9
72,591,142.3
72,597,132.8
72,598,130.1
72,599,119.0
72,623,127.0
72,624,153.0
72,656,143.3
72,689,148.7
72,974,123.4
72,975,124.2
72,976,123.9
72,1006,129.4
72,1008,126.4
73,214,138.5
73,215,116.3
73,246,143.0
73,271,141.0
73,277,82.0
73,278,147.3
73,303,137.0
73,304,142.3
73,310,151.6
73,336,136.7
73,342,159.7
73,365,148.8
73,368,135.8
73,374,155.4
73,397,150.5
73,399,131.5
73,400,139.0
73,402,143.5
73,403,147.5
73,404,161.9
73,405,163.0
73,406,153.1
73,429,155.2
73,431,132.3
73,432,137.2
73,434,142.0
73,435,141.4
73,439,152.1
73,461,152.3
73,463,133.0
73,464,147.2
73,467,128.2
73,468,124.7
73,471,145.5
73,493,144.9
73,494,150.0
73,495,131.8
73,496,146.0
73,498,130.2
73,499,146.3
73,500,125.3
73,532,126.4
73,564,126.0
73,565,127.0
73,623,124.3
73,693,134.5
73,721,142.5
73,722,144.5
73,723,143.0
73,724,149.2
73,725,138.1
73,974,115.9
74,215,112.4
74,271,119.8
74,365,130.6
74,366,126.0
74,398,124.8
74,399,124.2
74,431,125.8
74,432,122.9
74,433,123.0
74,434,112.6
74,463,143.7
74,465,124.3
74,466,122.7
74,471,140.9
74,498,126.1
74,499,147.0
74,502,153.0
74,503,143.7
74,534,153.0
74,566,153.0
74,567,142.1
74,623,122.0
74,878,131.4
74,910,124.7
74,942,129.0
74,974,115.5
75,174,128.2
75,175,117.3
75,206,122.0
75,207,117.0
75,215,105.7
75,239,129.8
75,271,128.5
75,365,136.2
75,366,127.0
75,397,128.0
75,398,126.7
75,399,124.5
75,429,126.9
75,431,132.5
75,432,124.2
75,433,130.0
75,434,108.5
75,435,130.0
75,461,132.2
75,463,139.7
75,465,126.8
75,466,119.9
75,493,129.1
75,495,138.4
75,498,118.6
75,499,142.2
75,567,135.0
75,599,135.0
75,623,124.7
75,878,129.6
76,175,110.0
76,214,126.5
76,215,106.9
76,246,121.7
76,247,119.0
76,278,122.9
76,310,122.2
76,342,123.5
76,361,133.4
76,362,136.0
76,363,139.2
76,364,129.2
76,365,127.8
76,393,132.6
76,394,131.9
76,402,153.3
76,403,140.5
76,433,152.5
76,434,114.9
76,435,138.7
76,465,153.0
76,466,122.4
76,493,120.8
76,495,136.6
76,497,153.7
76,499,141.8
76,527,139.5
76,529,153.0
76,538,135.0
76,567,135.0
76,568,135.0
76,569,135.0
76,570,135.0
76,599,135.0
76,600,135.0
76,601,135.0
76,623,124.5
77,41,159.2
77,42,160.0
77,74,154.3
77,342,128.0
77,374,122.3
77,393,134.5
77,394,140.8
77,402,120.9
77,406,126.2
77,434,122.8
77,435,123.5
77,438,125.8
77,464,143.9
77,466,128.2
77,467,128.5
77,470,127.1
77,492,130.0
77,493,107.8
77,494,154.0
77,495,137.0
77,496,141.0
77,499,141.4
77,500,153.4
77,502,130.6
77,503,135.0
77,526,153.2
77,527,154.0
77,528,159.2
77,529,152.4
77,534,135.0
77,566,135.0
77,567,135.0
77,568,135.0
77,569,135.0
77,599,135.0
77,600,135.0
77,601,135.0
77,623,136.6
78,212,147.5
78,213,145.1
78,244,152.0
78,276,158.0
78,308,158.0
78,310,135.0
78,340,150.0
78,342,135.0
78,372,157.0
78,373,156.0
78,374,135.0
78,402,149.3
78,404,153.0
78,405,151.0
78,406,135.0
78,430,132.4
78,433,143.9
78,434,147.0
78,436,154.5
78,437,130.0
78,438,126.9
78,439,135.0
78,462,133.7
78,464,143.0
78,465,151.3
78,466,130.2
78,467,129.4
78,468,140.4
78,469,130.0
78,471,135.0
78,492,125.0
78,493,139.6
78,494,137.8
78,495,130.5
78,496,151.0
78,497,149.5
78,498,138.4
78,499,140.3
78,500,135.5
78,501,132.6
78,502,128.0
78,503,135.0
78,527,124.0
78,528,140.6
78,529,146.0
78,623,139.0
79,213,150.0
79,214,148.8
79,246,152.0
79,278,151.8
79,310,156.9
79,342,150.2
79,369,137.5
79,374,136.7
79,401,135.8
79,402,136.0
79,403,149.9
79,404,154.6
79,406,135.0
79,433,133.0
79,434,130.1
79,438,123.0
79,460,160.6
79,466,125.0
79,470,129.0
79,492,158.4
79,493,143.3
79,497,146.0
79,498,137.9
79,499,137.3
79,502,131.3
79,529,140.2
79,623,131.7
79,878,128.0
79,910,135.6
79,942,139.7
80,302,130.4
80,303,132.8
80,304,129.0
80,336,128.4
80,362,133.1
80,363,141.4
80,364,148.6
80,365,147.5
80,369,128.3
80,374,160.3
80,394,144.9
80,404,139.2
80,405,152.9
80,406,152.9
80,407,166.0
80,426,156.0
80,427,157.5
80,436,135.9
80,437,130.4
80,438,133.1
80,439,159.1
80,460,150.0
80,470,126.8
80,471,156.3
80,493,131.8
80,498,146.8
80,499,126.0
80,500,146.0
80,503,153.1
80,531,125.0
80,534,135.0
80,535,157.6
80,566,135.0
80,567,135.0
80,623,130.3
80,942,137.6
80,974,137.3
81,268,160.7
81,269,163.4
81,300,148.7
81,301,133.0
81,302,123.5
81,332,131.2
81,347,148.0
81,363,153.3
81,365,146.3
81,366,149.5
81,378,160.7
81,379,157.2
81,394,157.0
81,395,156.7
81,398,148.3
81,399,143.0
81,406,161.1
81,409,154.5
81,410,159.8
81,431,141.4
81,432,147.3
81,433,145.0
81,436,133.0
81,439,159.2
81,440,161.5
81,441,148.7
81,463,140.8
81,465,136.5
81,466,143.3
81,468,128.4
81,495,140.9
81,498,146.0
81,499,130.5
81,500,127.6
81,527,139.7
81,531,135.2
81,532,124.4
81,534,135.0
81,535,159.5
81,566,135.0
81,567,147.7
81,598,135.0
81,599,135.0
81,623,128.9
81,624,123.0
81,656,81.9
81,974,129.4
82,240,159.3
82,241,161.8
82,269,167.0
82,270,160.9
82,271,161.2
82,272,161.1
82,277,135.0
82,300,132.4
82,301,146.1
82,308,135.0
82,309,135.0
82,332,125.8
82,333,138.6
82,340,135.0
82,347,148.1
82,348,147.2
82,365,140.8
82,366,140.1
82,372,135.0
82,397,162.2
82,398,134.1
82,404,135.0
82,405,135.0
82,429,147.1
82,430,134.1
82,436,135.0
82,437,135.0
82,462,114.7
82,464,141.6
82,465,131.0
82,466,123.4
82,469,135.0
82,494,120.3
82,496,139.3
82,498,132.7
82,499,122.3
82,501,145.3
82,502,135.0
82,503,135.0
82,526,115.2
82,528,146.5
82,533,159.2
82,534,152.2
82,558,131.5
82,559,149.7
82,560,150.5
82,566,163.3
82,567,145.4
82,591,152.3
82,593,127.0
82,623,134.6
82,655,138.9
82,686,144.3
82,687,132.5
82,718,133.4
82,750,134.7
82,782,136.7
82,814,137.8
82,815,137.0
82,847,133.7
82,879,125.2
82,911,130.5
82,912,131.0
82,944,129.0
82,974,123.9
83,212,163.3
83,213,151.5
83,214,152.0
83,241,160.5
83,242,158.6
83,243,159.5
83,244,156.2
83,245,135.0
83,246,142.8
83,276,159.6
83,277,135.0
83,278,154.0
83,285,213.0
83,302,140.8
83,303,151.0
83,308,155.7
83,309,135.0
83,310,135.0
83,316,148.7
83,317,183.9
83,333,122.9
83,334,134.8
83,335,147.6
83,340,161.5
83,348,142.6
83,366,127.0
83,367,138.2
83,372,156.2
83,398,130.4
83,399,149.2
83,404,157.0
83,405,153.0
83,430,120.4
83,432,139.6
83,436,162.0
83,437,162.0
83,464,141.8
83,465,124.5
83,466,129.7
83,469,160.0
83,497,134.9
83,498,128.2
83,501,157.8
83,593,130.0
83,879,133.0
83,910,129.9
83,911,128.7
83,912,128.0
83,944,127.8
83,974,126.0
83,976,130.9
84,2,159.0
84,34,156.0
84,66,149.5
84,78,158.5
84,79,158.5
84,97,151.0
84,110,158.2
84,129,162.3
84,142,162.3
84,143,149.0
84,160,161.0
84,175,155.2
84,191,153.0
84,192,158.5
84,207,158.7
84,208,158.3
84,223,162.5
84,240,161.7
84,241,154.5
84,254,154.0
84,278,150.9
84,285,151.5
84,286,161.0
84,300,120.7
84,301,123.4
84,308,157.2
84,309,155.2
84,310,136.2
84,333,120.9
84,335,132.4
84,339,158.3
84,340,157.0
84,342,135.0
84,366,130.8
84,367,136.0
84,369,141.5
84,370,135.0
84,374,135.0
84,398,124.8
84,399,143.2
84,400,138.7
84,401,134.7
84,406,135.0
84,438,135.0
84,466,129.0
84,493,129.6
84,782,125.7
84,814,132.9
84,846,121.4
84,878,126.2
84,910,120.0
84,974,113.6
85,77,146.5
85,78,159.2
85,79,153.0
85,109,150.5
85,141,142.0
85,238,135.7
85,239,130.0
85,270,132.8
85,271,130.8
85,300,115.9
85,302,130.0
85,303,133.2
85,306,153.1
85,335,126.5
85,338,143.7
85,339,149.6
85,366,113.6
85,367,127.6
85,370,132.2
85,438,135.0
85,470,135.0
85,493,133.0
85,502,135.0
85,503,135.0
85,534,135.0
85,566,135.0
85,567,135.0
85,782,117.8
85,942,124.5
85,974,114.4
86,140,149.6
86,141,145.5
86,172,149.5
86,268,156.0
86,269,153.6
86,270,152.7
86,271,157.3
86,272,158.0
86,273,167.8
86,300,120.0
86,301,127.2
86,302,130.1
86,305,167.0
86,332,126.8
86,333,129.4
86,339,148.0
86,365,135.9
86,366,137.8
86,367,119.2
86,371,150.5
86,398,130.1
86,399,123.8
86,400,121.7
86,403,151.7
86,404,144.9
86,436,146.0
86,437,144.3
86,468,149.8
86,469,144.5
86,493,117.3
86,567,135.0
86,598,135.0
86,599,135.0
86,600,160.5
86,632,155.3
86,664,159.0
86,696,124.3
86,782,109.2
86,942,137.1
86,974,133.8
87,172,143.4
87,204,146.6
87,205,149.9
87,266,157.7
87,267,158.0
87,268,156.9
87,298,146.1
87,330,151.2
87,332,123.0
87,362,150.2
87,394,152.8
87,398,128.7
87,406,144.8
87,437,140.5
87,438,147.2
87,470,146.7
87,471,150.0
87,493,112.6
87,503,157.0
87,535,157.0
87,536,161.7
87,568,157.2
87,596,135.0
87,597,135.0
87,598,135.0
87,600,152.8
87,628,135.0
87,659,135.0
87,660,135.0
87,688,135.0
87,691,135.0
87,720,135.0
87,723,135.0
87,753,135.0
87,754,135.0
87,755,135.0
87,782,107.7
88,205,149.5
88,237,155.0
88,269,150.2
88,301,157.2
88,310,157.1
88,332,126.2
88,333,163.8
88,342,168.0
88,362,143.6
88,363,134.2
88,364,130.4
88,365,150.8
88,374,167.5
88,394,150.2
88,396,132.8
88,397,157.0
88,398,124.1
88,406,153.0
88,428,134.2
88,437,146.6
88,438,149.1
88,439,158.0
88,460,130.5
88,468,142.6
88,469,138.0
88,470,141.2
88,492,135.2
88,493,126.0
88,494,126.6
88,524,133.5
88,525,126.5
88,556,135.0
88,557,129.5
88,589,128.8
88,621,130.0
88,653,133.0
88,654,131.4
88,687,135.0
88,688,135.0
88,782,107.4
89,310,163.5
89,330,135.0
89,342,162.0
89,362,135.0
89,363,135.0
89,364,135.0
89,371,143.7
89,374,157.0
89,397,156.3
89,398,124.6
89,406,158.7
89,429,159.2
89,430,127.6
89,439,164.5
89,440,156.0
89,461,168.0
89,462,134.1
89,463,137.9
89,467,151.8
89,468,141.8
89,493,159.0
89,494,139.0
89,495,136.3
89,499,140.0
89,500,132.6
89,654,129.0
89,686,130.0
89,718,128.7
89,749,131.0
89,750,130.0
89,782,111.0
89,814,126.4
89,846,128.9
89,878,126.4
90,361,151.2
90,362,143.0
90,364,135.0
90,365,135.0
90,366,135.0
90,371,142.5
90,398,127.3
90,399,135.0
90,403,151.1
90,409,155.9
90,430,125.8
90,431,135.0
90,435,156.2
90,437,144.4
90,440,155.6
90,441,159.0
90,462,138.2
90,467,151.3
90,468,150.9
90,493,141.7
90,494,147.2
90,500,132.3
90,782,105.1
90,878,121.5
90,879,125.0
90,911,127.2
90,912,132.0
90,944,123.1
91,247,162.0
91,270,135.0
91,271,135.0
91,278,146.0
91,279,160.6
91,300,146.3
91,301,145.2
91,303,135.0
91,304,135.0
91,310,149.6
91,332,145.6
91,336,135.0
91,342,151.0
91,362,153.6
91,363,148.3
91,364,151.1
91,366,127.5
91,369,135.0
91,374,150.4
91,398,130.1
91,400,135.0
91,401,135.0
91,405,140.7
91,406,151.3
91,409,150.8
91,430,128.0
91,431,147.3
91,432,150.2
91,433,151.1
91,437,151.2
91,438,150.7
91,462,125.0
91,463,148.8
91,465,148.7
91,466,151.8
91,470,142.8
91,500,136.7
91,501,135.7
91,502,143.0
91,686,133.0
91,718,124.7
91,749,127.5
91,750,126.0
91,782,108.7
91,814,121.5
91,847,126.0
91,879,127.3
91,911,124.6
91,912,122.2
91,942,73.5
91,944,120.6
92,204,135.0
92,205,135.0
92,237,135.0
92,246,152.0
92,247,141.7
92,269,135.0
92,270,135.0
92,278,156.5
92,301,149.4
92,310,148.9
92,333,151.2
92,342,141.8
92,365,158.0
92,366,142.8
92,374,151.7
92,398,131.6
92,399,136.8
92,406,143.4
92,409,150.0
92,431,137.1
92,432,123.3
92,433,128.6
92,438,147.7
92,439,147.6
92,466,157.2
92,467,147.4
92,468,152.2
92,471,149.5
92,493,122.5
92,503,147.1
92,525,137.7
92,557,122.5
92,589,121.2
92,621,117.7
92,653,124.0
92,654,129.5
92,686,129.0
92,782,103.7
92,942,65.9
93,142,118.5
93,143,109.3
93,174,124.0
93,175,101.2
93,205,135.0
93,237,135.0
93,269,135.0
93,270,135.0
93,271,135.0
93,272,135.0
93,273,135.0
93,431,146.7
93,432,154.6
93,433,148.4
93,439,137.8
93,464,150.0
93,465,134.4
93,466,126.7
93,467,133.9
93,470,148.8
93,471,144.4
93,493,114.4
93,498,126.2
93,499,121.0
93,502,146.0
93,503,144.4
93,534,147.7
93,535,138.1
93,566,146.0
93,567,144.5
93,599,147.0
93,782,107.1
93,814,121.3
93,845,123.0
93,846,120.0
93,877,115.0
93,909,112.7
93,915,110.8
93,941,114.2
94,174,124.4
94,206,129.9
94,238,133.0
94,270,124.0
94,273,135.0
94,306,135.0
94,338,135.0
94,339,135.0
94,340,135.0
94,431,147.9
94,432,149.6
94,436,110.0
94,463,152.0
94,464,144.6
94,467,120.3
94,468,118.4
94,470,150.4
94,496,143.5
94,499,123.0
94,500,119.8
94,502,150.3
94,503,153.0
94,534,151.7
94,566,141.9
94,567,130.7
94,568,136.5
94,598,137.1
94,599,137.5
94,621,126.0
94,653,124.0
94,654,137.8
94,687,134.5
94,688,135.5
94,720,136.3
94,752,142.0
94,753,142.2
94,754,132.5
94,786,125.0
94,818,137.5
94,819,133.3
94,851,133.0
94,883,132.9
94,915,148.8
95,270,125.1
95,276,120.9
95,301,127.5
95,302,128.3
95,308,124.6
95,333,130.0
95,340,130.5
95,341,135.0
95,365,127.7
95,366,149.0
95,372,122.1
95,373,135.0
95,397,120.1
95,398,153.6
95,399,149.9
95,404,123.2
95,405,135.0
95,406,135.0
95,431,159.4
95,436,119.0
95,463,149.5
95,467,135.5
95,493,127.4
95,495,154.5
95,498,138.8
95,525,144.4
95,530,132.4
95,531,124.6
95,532,125.7
95,557,137.7
95,562,122.0
95,563,125.7
95,567,128.1
95,589,135.0
95,598,131.8
95,599,132.0
95,621,133.0
95,630,142.5
95,631,138.4
95,632,130.1
95,633,122.9
95,661,127.0
95,662,133.8
95,664,123.7
95,693,126.8
95,694,127.3
96,276,124.3
96,308,121.0
96,310,135.0
96,334,150.2
96,339,120.6
96,340,124.0
96,342,135.0
96,364,127.0
96,365,124.0
96,371,117.8
96,374,135.0
96,396,115.5
96,397,128.3
96,402,110.2
96,403,115.4
96,406,135.0
96,428,117.6
96,429,117.8
96,433,103.0
96,434,107.0
96,493,118.4
96,532,128.6
96,533,130.3
96,534,131.5
96,565,125.8
96,566,127.4
96,567,131.7
96,596,131.0
96,597,126.7
96,601,128.0
96,602,119.2
96,603,131.1
96,628,125.3
96,633,121.2
96,634,120.7
96,660,131.3
96,661,128.8
96,664,123.6
96,665,118.0
97,310,100.9
97,342,122.7
97,365,119.2
97,366,123.5
97,374,133.0
97,398,120.0
97,399,121.8
97,406,132.9
97,430,127.5
97,431,114.2
97,432,113.8
97,433,109.8
97,438,130.8
97,439,133.0
97,465,108.0
97,470,133.8
97,493,110.7
97,502,140.3
97,535,123.7
97,536,124.7
97,567,131.0
97,568,121.8
97,569,127.5
97,599,115.7
97,600,115.9
97,601,117.7
97,631,113.8
97,632,117.5
97,664,121.5
97,696,121.0
97,697,118.0
98,206,105.0
98,238,117.3
98,270,120.5
98,302,114.5
98,334,111.0
98,366,111.5
98,398,109.8
98,429,136.5
98,430,120.6
98,438,130.0
98,439,133.0
98,461,126.2
98,470,123.8
98,471,133.0
98,493,116.8
98,502,127.3
98,503,128.8
98,534,130.7
98,566,130.2
98,567,112.6
98,570,122.4
98,598,106.5
98,599,101.0
99,174,110.2
99,206,107.9
99,207,111.3
99,238,103.1
99,270,106.5
99,302,108.7
99,305,120.8
99,334,111.6
99,336,115.1
99,337,115.0
99,366,116.5
99,367,112.0
99,368,113.1
99,502,107.8
99,534,116.6
99,566,121.0
99,567,107.6
99,597,105.1
99,598,110.5
99,599,106.7
99,910,92.0
99,942,94.1
99,974,91.4
99,975,86.8
100,77,106.3
100,78,102.0
100,108,108.6
100,109,113.1
100,141,106.4
100,142,111.5
100,174,106.9
100,206,102.0
100,305,114.5
100,336,111.0
100,337,112.0
100,368,111.5
100,471,108.1
100,502,100.7
100,503,106.4
100,534,77.1
100,535,103.5
100,567,99.1
100,910,89.7
100,942,92.5
100,974,86.0
100,1006,90.9
100,1007,94.0
101,43,105.5
101,44,107.0
101,75,103.9
101,76,103.9
101,107,98.7
101,108,103.1
101,141,105.2
101,173,101.1
101,204,98.0
101,205,106.0
101,310,115.0
101,342,109.4
101,367,106.0
101,368,109.5
101,374,115.3
101,406,117.2
101,438,114.0
101,439,109.1
101,441,99.0
101,471,103.8
101,472,101.0
101,473,100.4
101,503,104.4
101,504,104.0
101,505,102.7
101,534,94.4
101,566,95.2
101,567,92.9
102,108,101.3
102,109,95.5
102,141,99.9
102,142,94.5
102,174,98.5
102,204,91.0
102,205,97.5
102,206,96.0
102,237,107.5
102,246,117.4
102,269,112.2
102,277,11.0
102,278,110.6
102,279,108.6
102,301,101.5
102,310,107.1
102,311,107.4
102,312,105.0
102,333,102.8
102,344,106.8
102,365,100.5
102,366,117.0
102,376,102.8
102,398,110.5
102,399,96.5
102,400,84.4
102,408,99.4
102,440,101.0
102,441,101.7
102,567,93.1
103,2,140.5
103,34,125.7
103,66,114.0
103,97,116.0
103,129,113.7
103,160,109.7
103,191,105.0
103,192,109.5
103,206,100.5
103,214,52.6
103,215,58.5
103,216,67.0
103,223,110.8
103,238,93.4
103,246,41.3
103,252,102.5
103,253,101.0
103,254,108.8
103,270,95.1
103,277,16.6
103,278,43.7
103,279,102.2
103,284,96.5
103,285,104.0
103,286,108.0
103,302,98.4
103,309,24.8
103,310,99.9
103,312,105.0
103,334,99.0
103,344,99.2
103,366,101.7
103,376,100.0
103,398,102.8
103,400,89.1
103,401,103.7
103,408,97.8
103,430,102.0
103,431,95.0
103,432,100.9
103,440,95.8
103,464,102.8
103,496,112.0
103,528,101.4
103,536,99.9
103,567,98.0
103,568,110.0
103,569,96.5
103,570,85.6
104,151,79.1
104,152,76.9
104,182,86.7
104,183,101.3
104,184,77.1
104,214,104.0
104,216,68.5
104,246,104.3
104,278,102.8
104,279,95.5
104,284,96.0
104,316,103.8
104,347,98.7
104,348,101.0
104,378,104.5
104,379,102.0
104,409,83.7
104,410,99.4
104,430,97.0
104,432,83.3
104,440,98.0
104,441,97.8
104,464,89.8
104,465,105.1
104,471,104.7
104,472,99.0
104,473,97.0
104,497,95.5
104,498,89.8
104,502,101.3
104,503,100.8
104,505,100.3
104,528,98.9
104,529,88.1
104,534,94.0
104,536,101.2
104,537,97.9
104,567,98.2
104,568,100.2
104,569,100.2
104,599,98.0
104,600,102.0
104,632,99.5
104,664,100.0
105,149,98.5
105,181,96.4
105,182,101.1
105,183,98.4
105,213,97.5
105,214,100.4
105,215,96.5
105,246,100.7
105,278,108.5
105,287,98.0
105,302,92.1
105,317,98.0
105,318,98.0
105,319,98.0
105,334,80.2
105,349,98.0
105,381,98.0
105,406,105.1
105,412,98.0
105,413,98.0
105,438,104.0
105,439,99.1
105,440,99.0
105,444,98.0
105,466,93.7
105,470,112.0
105,471,106.2
105,475,98.0
105,476,98.0
105,498,92.4
105,499,95.9
105,500,106.2
105,501,101.4
105,502,107.0
105,503,103.6
105,506,98.0
105,507,98.0
105,529,83.3
105,532,95.5
105,535,101.0
105,536,104.8
105,537,98.0
105,538,98.0
105,561,79.0
105,568,100.0
105,593,81.6
105,625,83.0
105,657,81.2
105,658,84.5
105,664,105.1
105,696,102.1
105,728,105.2
106,86,95.0
106,117,96.6
106,118,92.4
106,149,100.0
106,183,107.0
106,214,107.4
106,215,103.7
106,246,109.5
106,273,101.8
106,278,102.5
106,287,98.0
106,288,98.0
106,301,103.7
106,302,108.8
106,305,103.7
106,310,107.0
106,318,98.0
106,319,98.0
106,333,112.4
106,334,114.5
106,336,96.3
106,337,93.0
106,342,109.2
106,368,85.2
106,374,105.1
106,403,91.4
106,406,112.6
106,435,89.6
106,438,104.0
106,439,108.3
106,461,146.5
106,467,87.0
106,470,107.2
106,471,109.6
106,493,102.0
106,498,95.0
106,499,106.0
106,500,109.5
106,502,103.5
106,503,105.0
106,530,107.8
106,531,103.5
106,532,103.5
106,533,96.9
106,534,101.0
106,562,113.5
106,658,81.0
106,728,104.5
106,758,83.3
107,85,96.3
107,86,97.6
107,117,91.0
107,118,92.0
107,149,102.5
107,181,108.0
107,212,108.5
107,213,111.0
107,244,103.8
107,246,112.0
107,269,125.0
107,276,104.0
107,278,103.7
107,301,120.8
107,302,108.0
107,306,97.9
107,308,105.3
107,310,104.6
107,316,98.0
107,317,98.0
107,318,98.0
107,333,123.2
107,334,120.5
107,338,95.5
107,339,94.3
107,340,110.5
107,341,109.5
107,342,104.8
107,347,98.0
107,348,98.0
107,365,132.3
107,366,133.6
107,370,92.2
107,371,95.3
107,372,109.0
107,373,110.2
107,374,110.0
107,378,98.0
107,379,98.0
