temp,rain,wind_speed,wind_degree,wind_direction
16.4,0,1.2,213.5,SSW
15.4,0,1.2,144.2,SE
15,0,1.4,18.9,NNE
14.3,0,4.2,340.3,NNW
12.5,0,2.5,317.2,NW
11.5,0,2,23.2,NNE
10.6,0,1.9,0.4,N
9.1,0,1.9,298.6,WNW
8.6,0,1.1,268.5,W
8.8,0,1.2,216.6,SW
7.9,0,0.9,245.8,WSW
8.1,0,1.6,284.6,WNW
7.6,0,1.1,284.4,WNW
5.5,0,0.9,314.3,NW
6.9,0,1.8,30.6,NNE
10,0,0.1,359.1,N
10.5,0,1.5,346.7,NNW
12.8,0,0.8,44.7,NE
15.6,0,0.9,302.1,WNW
16.7,0,1.2,93.1,E
17.5,0,1.3,155.9,SSE
18,0,1,220.1,SW
17.7,0,1,324.7,NW
15.8,0,1.3,268.9,W
14.8,0,1.1,271.3,W
12.2,0,1.3,340.9,NNW
11.8,0,1.5,358.8,N
10.3,0,1.3,342.5,NNW
10.2,0,1.4,266.3,W
8.9,0,0.7,309.8,NW
8.2,0,1,339.4,NNW
7.8,0,0.4,342.7,NNW
6.8,0,1,354.3,N
7,0,0.9,340.5,NNW
6.4,0,1.3,4.8,N
6.3,0,0.6,318.8,NW
6,0,0.8,326.4,NNW
6.2,0,1.3,16.9,NNE
8.4,0,0.3,264.3,W
11.5,0,0.9,265.4,W
13.8,0,0.6,174.8,S
16.7,0,2.2,281,W
18.4,0,2.7,254.2,WSW
19.8,0,3.8,211.5,SSW
20.2,0,2.6,210.8,SSW
20.1,0,3.2,250.7,WSW
21.2,0,3.7,250.1,WSW
20.2,0,3.8,242.7,WSW
19.3,0,3.3,243.2,WSW
18.7,0,3.8,258.7,WSW
14.2,0,8,356.5,N
13.4,0,2.6,315.4,NW
12.4,0,2.7,275.6,W
11.2,0,1.2,6.5,N
10.7,0,2.2,261.8,W
10.3,0,4.4,347.5,NNW
8.6,0,4.9,5.2,N
7.6,0,3.5,345.3,NNW
6.2,0,1.3,218.3,SW
6.2,0,3.2,352.8,N
5.2,0,2.2,301.9,WNW
4.7,0,1.2,253,WSW
5.9,0,1.1,335.6,NNW
6.8,0,2.6,11.3,NNE
8.1,0,3.7,1.4,N
9.6,0,2.6,344,NNW
9.7,0,3,359.9,N
11.1,0,3.6,2.4,N
11.9,0,3.6,337.1,NNW
12.3,0,2.8,351.3,N
11.7,0,2.8,351.6,N
10.3,0,1.8,328.4,NNW
9.1,0,1.8,330.6,NNW
8.4,0,1.4,315.1,NW
7.9,0,0.7,264.4,W
5.5,0,0.7,329.8,NNW
5.6,0,1.3,244,WSW
4.3,0,0.6,13.6,NNE
3.4,0,0.8,339.1,NNW
2.9,0,0.3,326,NW
1.7,0,1.2,341.2,NNW
1.7,0,1.1,345.4,NNW
0.9,0,0.8,285.1,WNW
2,0,1.3,233.7,SW
0.3,0,1,334,NNW
-0.1,0,0.7,346.9,NNW
2.1,0,0.7,36.2,NE
3.9,0,1.1,26.2,NNE
7.1,0,1.2,160.3,SSE
9.5,0,1.4,228.3,SW
10.6,0,2.1,236,SW
12.5,0,1.8,272.5,W
13.5,0,2.3,267,W
14.3,0,2.5,275.1,W
14.1,0,2.2,260.2,W
12.1,0,1,265.3,W
11.9,0,1.1,236,SW
8.9,0,1.9,340.7,NNW
9.7,0,1.4,238.3,WSW
8.2,0,0.9,268.3,W
7,0,0.2,190.7,S
5.7,0,1.1,330.4,NNW
5.5,0,0.8,237.1,WSW
5,0,1.2,230.8,SW
4.2,0,1,237.8,WSW
2.4,0,0.8,338.4,NNW
3,0,0.4,259.8,W
2.9,0,0.9,248.3,WSW
2.8,0,1.4,244.8,WSW
2.6,0,1.4,223.6,SW
4,0,2,251.4,WSW
6.4,0,2,188.9,S
8.3,0,1.4,253.1,WSW
11.4,0,2.2,250.4,WSW
13.3,0,1.9,218.3,SW
14.1,0,1.8,272.3,W
14.2,0,2.7,275.6,W
15.5,0,2.7,262,W
15,0,3.3,272.4,W
13.8,0,2.1,314,NW
12.4,0,1,344,NNW
11,0,1.1,344.7,NNW
11.3,0,2,238.9,WSW
10.3,0,1.7,257.6,WSW
9.4,0,1.1,214.9,SW
9.4,0,1.8,266.1,W
7,0,1.1,352,N
7,0,0.5,295.5,WNW
7.1,0,1.3,9.6,N
7.8,0,0.8,240.2,WSW
7.3,0,0.6,309.4,NW
7.5,0,3.1,233.4,SW
7.7,0,2.6,243.6,WSW
8.5,0,1.8,243.6,WSW
8.8,0,1.6,240.6,WSW
11.1,0,1.6,224.4,SW
12.5,0,2.7,246.4,WSW
14.4,0,2.1,307.5,NW
14.8,0,3.6,342.3,NNW
15.5,0,3.6,347.1,NNW
15.1,0,3.8,350.7,N
14.7,0,3.7,332.9,NNW
13.7,0,3.6,335.4,NNW
12.5,0,2.4,328.5,NNW
11.2,0,1.6,309.7,NW
10,0,0.8,350.2,N
8.6,0,1.6,332.1,NNW
7.9,0,2.1,303.6,WNW
7.4,0,2.2,328.9,NNW
6.6,0,1.6,300.8,WNW
5.4,0,1.2,281.9,WNW
5.7,0,1.4,273.2,W
5.3,0,1.5,231.9,SW
4.9,0,2.1,245.4,WSW
5,0,1.9,249.5,WSW
5.2,0,1.4,247.5,WSW
4.5,0,1.7,227,SW
4.3,0,3,239.5,WSW
4.5,0,0.9,31.7,NNE
7.3,0,1.8,310.2,NW
8.9,0,1.8,271.2,W
10.4,0,2.6,264.2,W
10.5,0,3.5,304,NW
10.4,0,3.4,312.6,NW
11.8,0,4.3,302.3,WNW
11.8,0,4,296.2,WNW
10.5,0,4,305.6,NW
9.3,0,3.4,296.1,WNW
8.1,0,3.9,307.9,NW
7,0,2.1,310.7,NW
6.1,0,2,305.7,NW
5.5,0,1.6,296.3,WNW
6,0,2.5,285.1,WNW
5.6,0,2.4,287.2,WNW
5.1,0,1.6,283.6,WNW
5.3,0,2.2,280.1,W
4.9,0,2.2,287,WNW
4.8,0,3.2,289.6,WNW
3.5,0,2.2,310.4,NW
3.4,0,1.6,301.6,WNW
2.4,0,1.3,300.4,WNW
2.6,0,1.8,283.4,WNW
2.8,0,2.3,273.8,W
4.4,0,2.1,297.5,WNW
5.7,0,3.5,295.1,WNW
5.6,0,2.2,351.1,N
6.6,0,2.4,338.3,NNW
8,0,1.9,310.2,NW
8.5,0,2.3,16.2,NNE
9.8,0,1.8,302.3,WNW
9.4,0,1,148.5,SSE
7.9,0,1.9,336.4,NNW
6.9,0,1.7,319.7,NW
5.3,0,1.1,341.3,NNW
4.5,0,1.1,342.4,NNW
4.4,0,0.1,217.7,SW
3,0,0.7,331.5,NNW
1.7,0,0.8,337.4,NNW
1.2,0,1.2,343.1,NNW
1,0,0.4,354.5,N
0,0,0.9,351.1,N
0.6,0,0.8,248.4,WSW
-0.7,0,0.5,348.7,NNW
-0.2,0,0.5,283.1,WNW
-1.1,0,0.7,333.5,NNW
-1.2,0,0.6,344,NNW
0.2,0,1,3.4,N
2.4,0,1.4,192.3,SSW
4.8,0,1.3,245.1,WSW
6,0,1.6,257.7,WSW
7.2,0,1.9,256.8,WSW
8,0,1,169.7,S
9.4,0,0.7,108.9,ESE
9.9,0,0.6,213.7,SSW
10.7,0,0.4,205.7,SSW
9.2,0,0.5,137.3,SE
9.5,0,0.7,265.8,W
8.9,0,1,318.9,NW
9.1,0,1.2,261.2,W
8.5,0,1.6,234.3,SW
8.3,0,1.5,237,WSW
8.1,0,2.1,242.2,WSW
7.8,0,1.6,241.4,WSW
7.2,0,1.2,13.3,NNE
7.5,0,2.8,312.1,NW
8.2,0,4.7,339.2,NNW
7,0,3.8,352.8,N
5.1,0,2.5,328.1,NNW
3.3,0,3.7,344.7,NNW
2.4,0,4.9,321.5,NW
2.1,0,3,315.3,NW
3,0,3.8,351.7,N
3.6,0,4,347.2,NNW
3.8,0,5.7,336.5,NNW
3.9,0,7,351.8,N
5.2,0,4.8,349.4,N
5.4,0,3.1,334.4,NNW
4.9,0,5.8,352.3,N
4.6,0,4.3,340.2,NNW
3.1,0,2.1,20.1,NNE
1.5,0,1.2,115.4,ESE
0.6,0,2,158.8,SSE
-0.1,0,1.3,120,ESE
-0.2,0,3.2,341.3,NNW
-1,0,2.1,352.9,N
-1.4,0,1.2,330.4,NNW
-1.8,0,1.9,18.8,NNE
-1.6,0,1.6,298.6,WNW
-2.1,0,1.5,55.7,NE
-1.4,0,2.7,23.1,NNE
-2.4,0,1.6,19.4,NNE
-1.7,0,2.6,256.2,WSW
-2.8,0,0.8,298.9,WNW
-2.7,0,1.4,256.7,WSW
-1.8,0,1.8,311.5,NW
-0.9,0,3.9,327,NNW
0.7,0,2.6,296.2,WNW
1.6,0,4.2,349.8,N
3.1,0,3.1,3.5,N
4.4,0,3.2,340.5,NNW
5,0,2.9,330.1,NNW
5.5,0,2.4,324.4,NW
4.3,0,2.3,277.1,W
3.4,0,1.4,130.4,SE
3,0,3.7,342.9,NNW
2.6,0,1.4,327.8,NNW
2.3,0,1.8,8.6,N
2.2,0,1.3,268,W
1.9,0,1.7,5.8,N
2,0,2,250.2,WSW
1.7,0,2,272.4,W
1.7,0,1.6,253.9,WSW
1.9,0,1.1,259.2,W
2.1,0,0.9,262,W
2.3,0,1.2,322.1,NW
2,0,0.6,146.2,SE
2.4,0,3.9,330.3,NNW
1,0,2.2,329.2,NNW
1.6,0,0.5,8.9,N
2.6,0,1.6,277.8,W
4,0,2,10,N
5.5,0,2.9,350.2,N
6.1,0,3.4,311.1,NW
7.5,0,1.8,14.2,NNE
8,0,2.9,320.8,NW
8.1,0,4,351.4,N
8.4,0,3.1,354.4,N
6.7,0,1.3,303.1,WNW
6.3,0,0.9,342.5,NNW
6.6,0,1.8,259.4,W
6.2,0,2.2,293.6,WNW
6.4,0,2,224.7,SW
5.5,0,1.5,266.1,W
4.6,0,1.3,255.6,WSW
4.4,0,1.9,258.7,WSW
3.2,0,1.2,173.3,S
2.7,0,2.3,228.5,SW
0.9,0,0.8,356.6,N
1.6,0,2.7,242.2,WSW
0,0,0.4,268.5,W
0.5,0,1.1,227.5,SW
-0.9,0,1,22.1,NNE
0.9,0,0.3,315.8,NW
3.1,0,0.4,177.9,S
4.7,0,1.4,53.9,NE
6.6,0,1.6,123.8,SE
8.4,0,1.5,192.3,SSW
9.5,0,2.3,288.1,WNW
11,0,2.7,280.3,W
12.3,0,1.8,267.2,W
11.1,0,2,240.6,WSW
9.4,0,1.5,275.9,W
8.2,0,0.7,274.6,W
6.8,0,1,347.6,NNW
6.4,0,1.1,218.7,SW
4.9,0,1,255,WSW
3.6,0,0.6,297.7,WNW
2.9,0,0.5,336.3,NNW
3.2,0,0.8,251.4,WSW
2.3,0,1.4,247.8,WSW
2.1,0,1.9,224,SW
3.2,0,2.4,248.7,WSW
2.7,0,1.6,225.3,SW
2.2,0,1.3,357.4,N
2.1,0,0.7,297.6,WNW
2.5,0,0.9,305.5,NW
2.7,0,1.3,16,NNE
4.7,0,0.4,75.9,ENE
6.3,0,0.7,192.2,SSW
6.8,0,1.9,261.8,W
8.1,0,1.8,263.9,W
9.2,0,2.4,261.7,W
11.3,0,2.4,273.5,W
9.2,0,0.0,,CALM
8.8,0,0.4,120.9,ESE
8.9,0,1,256,WSW
8,0,1.5,267.7,W
8,0,2.2,200.8,SSW
6.7,0,1.7,262.2,W
7.1,0,3.8,301.8,WNW
7.2,0,2.2,1.9,N
6.4,0,3.1,359.4,N
5.4,0,2.5,33.6,NNE
4.4,0,3.5,317.3,NW
3.5,0,2.9,328.4,NNW
3.1,0,2.6,348.2,NNW
0.8,0,1,284.7,WNW
1.8,0,1.3,248.5,WSW
1.1,0,1.4,222.3,SW
0.9,0,1.6,239.3,WSW
1.7,0,1.5,242.3,WSW
3.2,0,2.9,281.4,WNW
5.6,0,0.9,167.4,SSE
6.5,0,1.6,277.4,W
5.8,0,2.7,259.3,W
5.5,0,4.9,266.8,W
5.9,0,4.6,342.4,NNW
5.9,0,5.3,352,N
5.9,0,3.3,355.6,N
4.5,0,2.6,233.3,SW
3.8,0,1.2,293,WNW
2.6,0,1.6,295.5,WNW
2.5,0,2.9,297.4,WNW
1.7,0,1.4,253.7,WSW
1,0,1.8,244.4,WSW
1.1,0,2,271.6,W
1.3,0,1.7,253,WSW
1,0,1.1,262.3,W
0.4,0,0.4,54,NE
1.7,0,2,267.2,W
0.3,0,1.4,300.9,WNW
-0.1,0,1.8,238.9,WSW
-0.1,0,1.3,230,SW
0.6,0,1.6,250,WSW
0.6,0,1.6,244.2,WSW
2.5,0,1.4,219.5,SW
3.1,0,1.1,285.2,WNW
5,0,1.4,193.6,SSW
5.8,0,1.7,264.4,W
6.4,0,2.1,46.3,NE
8,0,3.5,277.6,W
7.4,0,2.1,283.2,WNW
6.7,0,5.2,276.7,W
4.4,0,4.4,329.2,NNW
3,0,3.9,353.9,N
2.4,0,3.6,356.6,N
1.4,0,1.2,348.9,N
0.6,0,1.3,314.7,NW
0.3,0,2.1,331.7,NNW
0.3,0,1.1,264.7,W
-0.2,0,1,264.6,W
-1.3,0,0.2,294.7,WNW
-2.2,0,0.7,6.9,N
-2.6,0,0.7,352.7,N
-2.7,0,0.7,354.2,N
-2.9,0,0.9,357,N
-2.3,0,0.5,293.4,WNW
-1.9,0,0.9,354.7,N
-1.7,0,0.6,304.5,NW
-1,0,1.5,338.5,NNW
2.1,0,0.8,282.8,WNW
4.5,0,0.7,129.1,SE
5.9,0,2.2,261,W
9.1,0,2.1,195.7,SSW
9.4,0,2.8,214.5,SW
9.8,0,1.9,198.3,SSW
9.7,0,2.6,209.5,SSW
9.1,0,2.4,210.2,SSW
8.5,0,1.9,213.3,SSW
8.6,0,2.5,214,SW
8.7,0,2.4,234.4,SW
8.8,0,2.4,246.4,WSW
8.8,0,2.5,248.9,WSW
8.5,0,2.6,250.6,WSW
8.5,0,1.7,250.8,WSW
8.3,0,1.3,215.4,SW
8.7,0,1.6,230.9,SW
9.5,0,1.3,237,WSW
9.4,0,1.3,220,SW
9.5,0,1.4,230.8,SW
7,0,0.4,269.6,W
6.7,0,2.1,305.6,NW
5.1,0,2.7,237.7,WSW
7.5,0,0.9,76.9,ENE
8.7,0,0.6,54.9,NE
10.2,0,1.9,350.2,N
12.7,0,1.2,341.1,NNW
12.5,0,1.8,312.9,NW
11.7,0,4.1,333.2,NNW
11.7,0,3.4,324,NW
11.8,0,2.3,339,NNW
10.6,0,2.6,330.3,NNW
9.4,0,2.4,310.5,NW
8.1,0,0.7,320.9,NW
7.9,0,2.1,306.3,NW
5.9,0,0.5,313.7,NW
5.9,0,0.2,210.7,SSW
5.2,0,0.8,248.7,WSW
4.5,0,1.8,218.4,SW
3.7,0,1.6,225.5,SW
1.8,0,0.7,324.3,NW
1.7,0,0.8,250.5,WSW
1.5,0,0.6,274.1,W
1.2,0,0.7,316.4,NW
1.1,0,0.3,336.3,NNW
1.3,0,0.8,262.3,W
1.5,0,0.8,18.5,NNE
3.6,0,0.1,12.2,NNE
5.2,0,1.1,286.8,WNW
7.5,0,1.4,232.4,SW
9.5,0,1.4,262,W
11.1,0,1.3,178.1,S
11.4,0,1.8,183.8,S
12.9,0,1.2,199.9,SSW
12.4,0,1.2,166.2,SSE
11.2,0,0.3,139.8,SE
10.1,0,0.6,84.8,E
9.9,0,0.1,131.5,SE
8.9,0,0.8,323.6,NW
7.6,0,0.8,311.4,NW
6.4,0,0.5,318.7,NW
6.3,0,1.3,240.3,WSW
4.9,0,0.9,343.9,NNW
4.5,0,1.2,338.9,NNW
4.3,0,0.3,233.7,SW
3.3,0,0.8,353.2,N
3.5,0,0.2,240.6,WSW
3,0,0.8,254.3,WSW
2.6,0,0,0,N
3,0,1.1,228.7,SW
2.9,0,0.4,23.5,NNE
5.1,0,1,253.4,WSW
7.5,0,1.9,170.4,S
11.2,0,1,294.9,WNW
11.5,0,2,354.7,N
12.1,0,1.6,325.5,NW
14.3,0,0.9,299.9,WNW
14.4,0,2.1,341,NNW
14.6,0,1.6,317.6,NW
13.1,0,3.3,303.2,WNW
11.8,0,1.6,292.1,WNW
10.7,0,2.5,233.1,SW
10.6,0,0.7,340,NNW
11.8,0,2.9,304.5,NW
9.9,0,2.2,256.4,WSW
9.9,0,1.3,217.5,SW
8.2,0,2,223.9,SW
8.6,0,1.7,259.5,W
5.9,0,1.4,358.5,N
6,0,0.8,208.4,SSW
5.3,0,1.3,250.6,WSW
5.8,0,1,226.6,SW
7.2,0,2.3,250.6,WSW
9.4,0,4.1,296,WNW
9.9,0,1.9,159.9,SSE
10.3,0,1.3,220.4,SW
11.8,0,1.5,172.5,S
13.2,0,2.2,4.2,N
13.1,0,3.9,331.2,NNW
12.7,0,4.1,350.6,N
12.9,0,3,353.6,N
12.5,0,3.7,353.9,N
11.8,0,2,343.1,NNW
11.1,0,2.6,318.5,NW
10.4,0,2.9,316.6,NW
9.6,0,2,308.8,NW
9,0,2.4,301.2,WNW
8.6,0,1.8,299.9,WNW
8.3,0,1.9,296.4,WNW
7.8,0,2.9,318.2,NW
7.3,0,2.2,314.9,NW
6.7,0,2.5,319.4,NW
6.1,0,3,321.7,NW
5,0,3.5,330.4,NNW
4.4,0,3.7,320.6,NW
3.9,0,4.1,331.8,NNW
3.4,0,3.7,330.4,NNW
2.9,0,3.2,324.4,NW
2.9,0,1.2,222.5,SW
3.3,0,1.6,280.2,W
4.2,0,3.3,349.9,N
4.4,0,4.8,313.5,NW
5.2,0,5.1,292.3,WNW
6.3,0,4.2,335.6,NNW
7.1,0,3.7,343.3,NNW
7.3,0,3,282.7,WNW
6.1,0,4.2,345.5,NNW
4.6,0,3.3,335.3,NNW
3.4,0,3.3,16,NNE
2.7,0,3.5,347.4,NNW
2,0,2.7,343,NNW
0.8,0,2.8,332.8,NNW
-0.1,0,1.7,318.4,NW
-0.8,0,1.7,251.3,WSW
